uri,name, valence, energy, speechiness, acousticness, instrumentalness
spotify:track:0aLBrgdmfl1DADg3ZO6y0N,Dancing in the Dark,0.254,0.153,0.0385,0.903
spotify:track:3PibgbUWMGaYZObGpvGhmJ,Heat Death Infinity Splitter,0.127,0.485,0.0437,0.0289
spotify:track:1DrcPqNH1gFFwpramua8an,Cheap Shots & Setbacks,0.55,0.982,0.0777,9.22e-05
spotify:track:6D8GThe4smZsFMPhUjgy7N,Sonora Y Sus Ojos Negros,0.645,0.358,0.0803,0.785
spotify:track:5qgLqwtoF9ochNLxsm0f8b,Riot (feat. Damian Jr. Gong Marley),0.792,0.896,0.317,0.143
spotify:track:00ekiamGK6UrV2F3QvaPvi,The Country Where I Came From,0.242,0.442,0.0294,0.451
spotify:track:1EUwAVD9G2rrBYiOKRVcIe,Sinta,0.598,0.561,0.0316,0.3
spotify:track:21aVkXDch0A1nXo9he3j8L,Conspiracy,0.317,0.905,0.0562,0.00208
spotify:track:2gImbBWvXQWQ9ZDSQUWvNI,Love on a Two Way Street,0.242,0.339,0.0392,0.61
spotify:track:1K6Rg7qwAsMAD0AwLJTvvT,Shine on You Crazy Diamond,0.211,0.59,0.0315,0.0431
spotify:track:6F4dUGOcRdeJ6YeVxgHat2,Crooked Cops (feat. Tish Hyman),0.486,0.762,0.304,0.0377
spotify:track:1yBD8MNoNJGajzB5X83p9Z,Hola Beba,0.603,0.528,0.0527,0.099
spotify:track:1JKm7rYG9WmBUMcN1hb8Yy,You Haunt Me - Amtrac Remix,0.127,0.481,0.031,0.269
spotify:track:67ehIf6SzWk4e6FigVMLTK,Violet,0.442,0.845,0.0659,0.00826
spotify:track:5PsBdwMY4gOMHouL4hvNG6,Winning Streak,0.343,0.548,0.0557,0.0687
spotify:track:6hfgaOlmfEaYEFHqsmWPtF,Vacation,0.88,0.72,0.084,0.0729
spotify:track:3ET8TZWF5sP4SPfJK1lKun,Strange Brew,0.677,0.398,0.0303,0.556
spotify:track:0udPRfDaSeWXlLtytQ6lgU,I Find It Hard to Say (Rebel) - Live,0.51,0.398,0.0778,0.889
spotify:track:0vRUjJoHsb6UsByG7V23bx,Rise n Grind - West Coast Radio Mix,0.209,0.776,0.032,0.0338
spotify:track:50KlipGSwzBveFkvbofmwF,Duke Of Earl,0.816,0.416,0.0242,0.479
spotify:track:2vKRlTpx7nLRwtiJBWO1Bz,Sweet Smoke,0.334,0.316,0.0339,0.83
spotify:track:42mdOQRdJQ9h8SNzlDANsb,Lean On,0.0866,0.327,0.36,0.421
spotify:track:0JmO3EBtl9qhnLkzr4FiP0,Speed,0.183,0.508,0.0619,0.0776
spotify:track:0PSHEHVctL81aDFJ2V0wQ0,Feeling Right (Everything Is Nice) (feat. Popcaan & Wale),0.384,0.72,0.0653,0.359
spotify:track:3XOdJHibatuQ1Ci5REZyHx,Waterfalls,0.701,0.891,0.0714,0.28
spotify:track:3ik0n1seIu4TN1gNqBittF,Tennessee Mojo,0.561,0.787,0.0607,0.0378
spotify:track:11hsu7oUtSlpLsDgtB6gBd,There's A Boat Dat's Leavin' Soon For New York,0.685,0.303,0.193,0.75
spotify:track:6C0hEdWB0OMUydMat5A0zr,Smash,0.166,0.783,0.214,0.0804
spotify:track:64Hg213JBT2ZvCsGYckEjY,I Love Bread,0.774,0.815,0.161,0.0148
spotify:track:4y3KfP1FoIPqkUOuZhhvdS,White Christmas (feat. The Manhattan Transfer),0.532,0.42,0.0367,0.364
spotify:track:1vHfZEXFsunZV2cX3jAK34,Straight Jeans & Fitted (feat. Russian) [Raw],0.749,0.833,0.274,0.0718
spotify:track:1lHyxaX6V9ewCD1d0tUvG7,End Of The Road,0.26,0.704,0.166,0.174
spotify:track:58eejL9t76Ox6LqkaLLy6X,Down - Remix,0.871,0.745,0.168,0.664
spotify:track:566hBMxIuwBFJWDgw7FfMH,What Does It Sound Like (feat. Brian Johnson),0.141,0.742,0.0374,0.000244
spotify:track:6c1jJpVisQxH8tfsz6VPqH,Talk Too Much,0.72,0.726,0.0509,0.108
spotify:track:5X2ETPyXrgOne1hLVIw4vy,Sunrise / Beautiful,0.0399,0.614,0.149,0.182
spotify:track:3ii5VBrIXJXKEVkjx1IAdP,Get It On Tonite,0.868,0.491,0.077,0.241
spotify:track:2vCM5H7dCZvKHuUuXfLoXv,Somebodies Something,0.254,0.456,0.0307,0.423
spotify:track:1pu6uqQtqlaYtkoBBe2nG4,Tonight It's Goin' Down,0.722,0.668,0.154,0.111
spotify:track:0ByJ9v2cKokAD8859a5XGU,Need You Now,0.678,0.933,0.0553,0.000859
spotify:track:2iY45wRefM9zslrHsvcsMX,Never Around,0.29,0.786,0.0378,0.047
spotify:track:5V3F5YFX3cuJTu31qygvLf,Wars,0.324,0.668,0.0522,0.427
spotify:track:0WbhYfpQN3ay2XqKzggGOJ,Don't Wake Me Up,0.206,0.691,0.051,0.0548
spotify:track:0fduFwk8WSBMkNif9kiQI5,Cornerstone,0.191,0.168,0.0519,0.987
spotify:track:7lHofCkP1JeTVevDxFJCIv,Survived Another Winter (Ft. Sage Francis% Alias% B. Dolan),0.671,0.79,0.33,0.0852
spotify:track:3PBCoB2U89sRk3PMjrvr9d,All My Ni**az,0.622,0.948,0.259,0.236
spotify:track:2q0VexHJirnUPnEOhr2DxK,Biking,0.268,0.463,0.191,0.681
spotify:track:66nHwYkmizcFzp1nbAE9UZ,Old Skool,0.684,0.552,0.0771,0.00727
spotify:track:0uIbS3hBnqjJ9cVG0XmMHr,Ms. Jackson,0.421,0.384,0.172,0.0355
spotify:track:3OuLoapUOcUmhVwvfD2qU9,Of Wolves and Angels (Anthem for the Insomniac),0.798,0.948,0.0696,0.000381
spotify:track:4jtyUzZm9WLc2AdaJ1dso7,0 To 100 / The Catch Up,0.504,0.716,0.39,0.737
spotify:track:6nX4R2UiVrg6XZphd3QjaI,What's A Girl To Do?,0.366,0.575,0.0318,0.633
spotify:track:1HdrHZQ620XujjLf4SDYg9,Trash A Hotel Room,0.441,0.639,0.0238,0.0237
spotify:track:7j6U356Lncp5MKeLHOMZdH,I Won't Break,0.445,0.93,0.0679,6.81e-05
spotify:track:1YxOdx9twW3GKZnvjtVm8f,The Wexford Carol,0.164,0.314,0.0354,0.805
spotify:track:1hykzupmYdotiPrvvlFNR8,Chinese Democracy,0.156,0.8,0.0775,0.000769
spotify:track:2OWfdex8Sx9e6RqUeFfUKW,Another New World,0.349,0.409,0.0364,0.878
spotify:track:7hEMRbs1ROzZXXO2CRGqwl,Breathless,0.0829,0.959,0.0855,3.14e-05
spotify:track:6IPJ7LeWIOhxPW8Sq3nIGc,Re-Arranged,0.411,0.771,0.0769,0.1
spotify:track:2UYHP0RQqPFvue0Ygs5Amm,Keep On Lying,0.658,0.814,0.0356,0.0783
spotify:track:239WjoOGfA1SF7Nrzz89yN,Winter Wonderland,0.308,0.22,0.0399,0.873
spotify:track:3d0iC4FrauAf7ZsJu366hM,Hello,0.391,0.27,0.0315,0.689
spotify:track:7MpP4LpNi4nMj8zSjmysEn,Dirty Dancing,0.551,0.793,0.066,0.0877
spotify:track:1vCcgqA5yvwpDIfrPtiG64,Souled Out,0.498,0.801,0.0679,0.0991
spotify:track:6Zj3BPdOPcVg6IOLoCZeTG,Ipagpatawad,0.32,0.476,0.0272,0.587
spotify:track:288X66VR8m2GxApJBqZ4pb,Atlantico,0.158,0.249,0.0349,0.977
spotify:track:0lnxrQAd9ZxbhBBe7d8FO8,MMMBop,0.619,0.937,0.0449,0.00481
spotify:track:6QicTxeiSaRkPnkGDUvYOs,Pretty Girls,0.788,0.831,0.0745,0.00799
spotify:track:4Nh3u6YfOwc2leaw5FDgm5,Get Lifted,0.257,0.641,0.0691,0.0359
spotify:track:2fEdTWNCj10gN1pTc1l0rQ,Santa Claus Is Comin' to Town,0.579,0.487,0.0805,0.347
spotify:track:3ZoUHWKD8piei0TAkDEcnU,We Can Never Go Back - Acoustic,0.191,0.229,0.0313,0.837
spotify:track:2bKYRpXeCquRfWYjYqHU4k,Baby Come Back,0.635,0.654,0.059,0.0161
spotify:track:0oXLSuno5adlHcPzlzs8l6,Duele El Amor,0.702,0.774,0.0349,0.325
spotify:track:5XmGJzHGZaLMNg7fObxBW9,Arrastrando Las Patas,0.853,0.764,0.0627,0.101
spotify:track:4VXc1y8cuwxaEXHmaeABj0,BanANAZ,0.282,0.693,0.451,0.314
spotify:track:5vvmLhXNVUJBl3a1AVZzhz,We Won't Go Home - Jane Doze Remix,0.356,0.784,0.0917,0.0366
spotify:track:45n4xViJwwJCMKUyHXTCPJ,Buss Down,0.573,0.64,0.268,0.27
spotify:track:0l1i3nJ4aDMk0inxnvzYTz,Amplifier,0.618,0.714,0.0872,0.0209
spotify:track:6qHM3L9HeXazFsshYUg7Ae,What'cha Know About,0.574,0.625,0.117,0.0687
spotify:track:3WF611Uc9qqxKPDIopvm49,The Song Of The Summer - Party Edit,0.475,0.738,0.0786,0.189
spotify:track:26q6YTrXt9l8qshIveiTX9,Rebirth Of Slick (Cool Like Dat),0.571,0.334,0.228,0.0476
spotify:track:1D1nAGcVrl1eSBmU2j8UbS,Shoot You Down (feat. Kennyon Brown),0.452,0.365,0.053,0.174
spotify:track:5xLbrfGmiWosxRaXqBCICo,Up on Cripple Creek,0.838,0.913,0.0949,0.149
spotify:track:41XCLKG0xl01mGprBDtTNS,Santa Baby,0.779,0.778,0.225,0.0603
spotify:track:39eF6MKU6KSIBFkOUbM9ZH,Fine Flow,0.438,0.763,0.0331,0.000128
spotify:track:0vA1gLV8JuwnCVgBNsSWFs,El Disgusto,0.749,0.425,0.0396,0.865
spotify:track:1Wsbr1d2BouNGk2q92mIj7,Pt. 2,0.236,0.752,0.333,0.552
spotify:track:7HE8JQaGyg83Q7mb2qlumw,Thinking Bout You,0.7,0.802,0.063,0.00374
spotify:track:4FXjqSANt5idPHSDcuzo6w,Temple,0.0527,0.674,0.0875,0.236
spotify:track:5uCQDxHcTIQ28bPUlS3CKd,Somewhere in Time,0.556,0.608,0.0299,0.0109
spotify:track:6ijikBGYf0OHlVIvm8lept,Feeling Better,0.45,0.69,0.0337,0.403
spotify:track:1c36QzFJcIiduKO64d8NO7,Everyone Knows,0.809,0.782,0.0303,0.168
spotify:track:7zfBvNV3e8LonTZcDBobdr,Main Score,0.315,0.185,0.055,0.348
spotify:track:1DnIEgriG76BdHs9iTCbKa,Goodbye Time,0.275,0.199,0.0314,0.571
spotify:track:0wDa6VWFGJ2s3AtAEpFfWQ,Hey Jealousy,0.5,0.892,0.0434,0.126
spotify:track:2OUCEz0B8chI3FcqloinyN,Free Somebody,0.546,0.797,0.059,0.114
spotify:track:5PzJmguUnITI4mOmoLKEVK,The Deep,0.129,0.631,0.0299,0.0269
spotify:track:2SLKMhxrgJZ8TEPwhCt1gh,Caught My Eye,0.628,0.468,0.0311,0.00668
spotify:track:1EyI4EpDAfwgxS2e2xwV2q,La La La,0.799,0.598,0.14,0.115
spotify:track:1iCHoF1o0nNcGAXB7EzXOa,I Didn't See It Coming,0.456,0.717,0.0387,0.0152
spotify:track:4NjzpWe5xvQEfOTkNzIoUL,Easy Plateau,0.717,0.781,0.0341,0.0747
spotify:track:4d9VNwLpY8Ck0r3D7WaPge,This Is the New Year,0.133,0.869,0.0842,0.0118
spotify:track:6HeyWWc7miyX3C8xoTp3t9,Sweet Dreams,0.56,0.89,0.0516,0.00366
spotify:track:6qZjm61s6u8Ead9sWxCDro,Elephant,0.533,0.553,0.0397,0.562
spotify:track:5Ydjy7Zkj00iaegGoKIuak,Moonshiner,0.715,0.734,0.0346,0.308
spotify:track:0XFPXg9isEsi381kLP8NSY,Hold on My Heart - Live in Hannover,0.193,0.359,0.0369,0.716
spotify:track:360Wr96ywrCQq4kTAJ8Pq6,Pacify Her,0.373,0.593,0.0306,0.0467
spotify:track:5CYRfPViGWqsLoypm1bX4u,LA Confidential,0.351,0.643,0.0529,0.0104
spotify:track:57HwKH3pHLeelTkckr94qf,Horny Hippies,0.276,0.541,0.0417,0.0873
spotify:track:5gq5Nd94U4gkM9ZhyJCbHS,Just Watch (feat. Trill Sammy),0.661,0.91,0.429,0.197
spotify:track:6o7wI6gmY7nmqOy5tAL5fq,Listen to Your Heart,0.246,0.482,0.122,0.266
spotify:track:3poe663PviYQ1w9VybzNGj,Do G's Get To Go To Heaven?,0.444,0.427,0.248,0.602
spotify:track:59FBFyeST1vqN8G41YgFS6,SHAKE IT,0.611,0.957,0.0735,0.0234
spotify:track:0LIjqWWzjF0Rkr9hjjyNAJ,Worth It (Perfect),0.333,0.473,0.129,0.0129
spotify:track:6zqo8SViXn0CkNPpRrvYEY,Don't Let Me Down (feat. Daya & Konshens) - Dom Da Bomb & Electric Bodega Remix,0.614,0.662,0.0661,0.571
spotify:track:0jllH0usRFD4LJkJnGK9Lf,Complicated,0.0808,0.355,0.0714,0.694
spotify:track:7gmDazp4u6IexdhaMZz9AC,Learing To Fly,0.481,0.749,0.0301,0.373
spotify:track:1NbJFhkVdD47YZ2IojKkJi,More Human Than Human,0.54,0.911,0.0707,0.000367
spotify:track:59xmj37uP8mpC6GEE60pp2,Ball Cap,0.545,0.849,0.0515,0.0706
spotify:track:5shcxoCwboULhDbtisRAgs,Good Night for Dancing (feat. Charla Corn),0.368,0.384,0.031,0.277
spotify:track:37vOv8JYJRsqfPAUQIfpRh,Elegy,0.0946,0.287,0.0335,0.782
spotify:track:5NzJkaqPFMocuCErnrHHOf,Como Tú,0.905,0.476,0.0458,0.395
spotify:track:6WHsFQWj7zRTUqjqyBrzo0,Home,0.342,0.643,0.0535,0.183
spotify:track:2GLaiGf1gBC5GKdmwYOzrl,On Call,0.141,0.791,0.119,0.0285
spotify:track:4V2cC7AokVIwThfLyd3307,Rental Love,0.461,0.465,0.0295,0.358
spotify:track:3e4hPBKNSJpiSCcgDaiuDI,Bang Bang - Dada Life Remix,0.258,0.952,0.0678,0.00251
spotify:track:1AM5ftPFKksvmjayu2bmnP,King Of My Heart - Live,0.0678,0.5,0.0333,0.0291
spotify:track:4WujZI6jp0kjMAOk9wtSsd,Walk - Jaded Remix,0.257,0.866,0.076,0.151
spotify:track:5AjgBdV56msIDfX2gHmV6p,Sim Sala Bim,0.355,0.432,0.0292,0.36
spotify:track:2BwYgQ48l8ky3CULr9cint,The Riddle,0.458,0.773,0.169,0.151
spotify:track:4ag0FwKFwD8K7oTGiK4v5n,Pretty Lady - Jack Mazzoni Remix,0.618,0.905,0.211,0.0128
spotify:track:6kI2apY1MrB9I1Qck8g0rV,Special Re: Quest,0.575,0.838,0.038,0.154
spotify:track:2SATlwjuVM7rdNSr7eyjrx,All Yours,0.378,0.341,0.0293,0.811
spotify:track:3MhauDni0SoCRSfv3eSrts,Traumatized,0.316,0.68,0.349,0.164
spotify:track:2JfOSsfYs8QNneR3oTpNv4,OG Bobby Johnson (feat. Snoop Dogg% A$AP Ferg% & Pusha T) - Remix,0.722,0.891,0.305,0.0538
spotify:track:4xgUjsTfJtPsg0lEILBom3,Songbird,0.622,0.731,0.101,0.0175
spotify:track:2PEkXkHKvk4bnC1TgTDCDM,Sweet Annie,0.171,0.434,0.0298,0.171
spotify:track:6x585iSpbBd1gXENAYdBeE,In A Second,0.4,0.595,0.0283,0.137
spotify:track:6KoVYO2VG5td9x5VKZFmqW,Just One of Them Thangs (Duet with Gerald Levert),0.714,0.404,0.0775,0.248
spotify:track:49NP16wDh07Ns911FFQmi9,Never See the Light,0.348,0.965,0.083,0.00299
spotify:track:3wdg83V0qeYsJKzXmPxyiQ,Come And Get It - Live From Soundcheck,0.674,0.762,0.0357,0.000995
spotify:track:5SL34LH4dIKXwgiJxyPZzj,Ahora Volvere A Querer,0.958,0.664,0.0555,0.178
spotify:track:5XeSiH1cHcz1Lqzxj4qk5P,SUBEME LA RADIO REMIX,0.637,0.815,0.0904,0.0338
spotify:track:7lT0lwBQHzA36SUdxNZy4C,Mi Forma de Sentir,0.797,0.761,0.0836,0.222
spotify:track:267BsRG0aX8LfeHsvCOdFA,Used To Love Her,0.921,0.823,0.0314,0.436
spotify:track:7qNyulE6RQcnlKlsPxhMVN,Ridin' & Smokin' (feat. Wc% C Plus% B Legit & Brotha Lynch Hung),0.726,0.61,0.289,0.0114
spotify:track:1vkrNCD54x9p4ZQdojjNyE,Faded,0.939,0.723,0.0419,0.249
spotify:track:5sMUwUR3JI2woCOrNbizUt,Lullaby,0.569,0.833,0.0597,0.0398
spotify:track:2UQdfNN2yYtlF0daCpdzie,Crack-Up,0.101,0.427,0.0355,0.307
spotify:track:5olfvWVUlG6X0bUc9zxiB7,Like Kylie,0.452,0.401,0.389,0.784
spotify:track:3gyYkQZkgJ3skbCmseIK7P,Sandstorm,0.766,0.955,0.0844,0.00977
spotify:track:5W9QCBJ6Em0XWX333YrNhc,Rent Money,0.313,0.493,0.373,0.0331
spotify:track:1KM1UMZe93xmBswZRFLUsL,Autumn Leaves,0.431,0.606,0.334,0.302
spotify:track:0JQqJ4BbSBL0Kz7GHaajtY,Slow Dive,0.0373,0.0285,0.0502,0.849
spotify:track:7LwGBxB0h0CVmkOZxYKn0g,In My Veins - Feat. Erin Mccarley,0.196,0.42,0.0277,0.198
spotify:track:5jkxC8SIZJ4qqusxRPVS5s,Wanted Dread and Alive - 2002 Remaster,0.884,0.731,0.0529,0.381
spotify:track:0hEdgqYZNsKVellOdBAp3E,Right Here,0.198,0.878,0.11,0.056
spotify:track:0QMF45fWrpSD4qGIvAFe27,Old Landmark,0.661,0.845,0.209,0.219
spotify:track:2muS5Mo4DKOEa3OLCy3k0W,Bangs,0.465,0.815,0.0536,0.0019
spotify:track:29jt9fjDgLpvkDWTmlDPdf,Ding Dong! Merrily on High,0.469,0.258,0.0428,0.989
spotify:track:3OMLd7mpOFpzWeZ5kx9DRD,Miracles,0.685,0.338,0.0299,0.348
spotify:track:70BS5YOpvhWkkol3Alvsi1,The Girl From Ipanema,0.737,0.608,0.0516,0.279
spotify:track:1dQqWMZYd8V516Q2nRfdWz,Summertime Sunset,0.351,0.767,0.0926,0.003
spotify:track:2pcBZApa0amWXVB5dwB9Ga,Good to Be Home (feat. Elan Wright),0.519,0.597,0.174,0.344
spotify:track:5MoLSEv2WjI8a7G3HLYH4o,Chasing Waves,0.422,0.781,0.0738,0.316
spotify:track:0d24dDIL5CYs6FEL01bCC6,Carol of the Bells,0.0584,0.304,0.0453,0.966
spotify:track:65Ce0h4SA18GuH6nuI1QWe,On And On,0.385,0.727,0.0441,0.0387
spotify:track:6FSW1h15QvnlSumNn5s3K4,People Will Always Need Coal,0.641,0.643,0.0378,0.1
spotify:track:2o2ZuvjP9NlSJflVSgBytj,Disparity By Design,0.629,0.978,0.0849,0.00038
spotify:track:0fyMyhTOK5iXZ9p1zbqyL7,The Heretic Anthem - Live in London 2002,0.0526,0.988,0.295,0.000564
spotify:track:4sDiJmHNcm0wLTH8ns65va,The Chair,0.484,0.284,0.0268,0.431
spotify:track:1MCxM27lS1cDA7py53mqRt,Let It Happen (Live) [feat. Andrea Marie],0.134,0.3,0.0302,0.722
spotify:track:26mD79UzOC2nQtEptpuJHw,BACK TO LIFE - Stan SB Remix,0.674,0.765,0.0783,0.0256
spotify:track:0tyJAX9WrXG40nJGn3DzpS,Sound The Bugle - Soundtrack Version,0.0478,0.191,0.0362,0.566
spotify:track:6lhhLta7xSOEgzTqElnGWE,Vámonos de Fuga,0.769,0.808,0.0792,0.547
spotify:track:0Qlbpljv5ZRlxRaYYnsvih,The Sweetest Pain,0.669,0.488,0.0938,0.415
spotify:track:3SqvR3HYLlCTYzbDXJ52OC,Lost on You,0.689,0.724,0.0372,0.1
spotify:track:731tyRCnJwT866WWcjPeVG,Bomb Like Banksy,0.623,0.914,0.0935,0.0612
spotify:track:6tinFGP1QJuRbyeCekZcLZ,Another Life,0.492,0.761,0.0569,0.179
spotify:track:7IVH5E01MJPRQhJtBnMKcr,End Titles (From "Drag Me to Hell"),0.0352,0.284,0.0528,0.726
spotify:track:4Q5yMlwAfAoitqg4r9oZHN,Quit (feat. Ariana Grande),0.125,0.413,0.0507,0.103
spotify:track:0BCPKOYdS2jbQ8iyB56Zns,Clocks,0.255,0.749,0.0279,0.599
spotify:track:18sytW2s53Of6NVudQyUlH,Breakin' My Heart (Pretty Brown Eyes),0.551,0.52,0.0407,0.0985
spotify:track:4mqW1CAaT9La5WFoh1thQl,I'm a Mess,0.772,0.592,0.0439,0.392
spotify:track:5NRJrFPd3rfJRJUMWxV7zr,Surprise Valley,0.506,0.908,0.0421,0.0243
spotify:track:60BcumcP1JbXMgwiFEzJqc,Pretty Girl from Cedar Lane,0.67,0.858,0.0388,0.654
spotify:track:2byZAXWOqDx3w8suK3btui,(I Would) Die for You,0.798,0.95,0.042,0.059
spotify:track:5yGW5jpNzRr66bczvCHInX,Don't You Worry Child,0.378,0.356,0.0417,0.814
spotify:track:5I76YtdZkFQReVgKppRd78,Mi Corazoncito,0.961,0.639,0.0463,0.0979
spotify:track:0NKOt7KWl83GLMBK5cUNrS,Grey,0.493,0.424,0.0744,0.24
spotify:track:38bmGbMsHmBlN7IRuMjToL,Christmas Of Love - From "Dr. Seuss' How The Grinch Stole Christmas" Soundtrack,0.856,0.481,0.0296,0.637
spotify:track:4VJHw4VLJTx4IC0xFQz7Gh,Boat Drinks,0.905,0.493,0.0327,0.0131
spotify:track:2jdAk8ATWIL3dwT47XpRfu,Slow Dancing in a Burning Room,0.29,0.361,0.0273,0.575
spotify:track:7yukGUDEOcjug514T4qgvQ,What a Fool Believes (with Michael McDonald) - Live,0.334,0.407,0.0792,0.435
spotify:track:5pRElcsPZrgZXkoON2o5Go,Comatose,0.446,0.955,0.12,0.00116
spotify:track:3blXu9PHcG78ujYnV6yfvh,What A Waster,0.504,0.915,0.0663,0.042
spotify:track:4ecy0K6vA93P3VFLJVdXPG,The Moon Was Red and Dangerous,0.224,0.102,0.0403,0.92
spotify:track:0Lx6wkkvyAjyEw2WSy5pS3,Every Teardrop Is A Waterfall,0.112,0.645,0.0411,0.329
spotify:track:33Lfnu1uBuJIidzHRFyTxL,Invisible,0.323,0.342,0.0279,0.0604
spotify:track:7nMS145RXVh2QVU0k8a08b,Stay with Me,0.227,0.186,0.0422,0.942
spotify:track:5GUOlGKlXcnpZJ3VwPUzNX,Buckin' My Horse,0.684,0.576,0.389,0.0238
spotify:track:1v0gNJuiHAWhs8XZE7lBUw,The Girls,0.94,0.743,0.0344,0.164
spotify:track:4ZoBC5MhSEzuknIgAkBaoT,My Life,0.804,0.647,0.0427,0.108
spotify:track:0YNNfiKJb4yqUDtCcX1cHK,Gotta Have You,0.543,0.363,0.0318,0.872
spotify:track:46O9tAl0i76ZinGShhXixb,Swim Against the Tide,0.222,0.466,0.0677,0.822
spotify:track:6Vg5swTQtrqtQuw4FRHHyr,Sweat,0.689,0.866,0.0336,0.00259
spotify:track:0HkHT1Sx2aXtGIbqZntZId,Everything I Never Want To Be,0.745,0.943,0.142,0.000418
spotify:track:6IFDuSMamRJvArIppdgYyY,Parlez moi d'amour,0.456,0.041,0.0427,0.996
spotify:track:3BdHMOIA9B0bN53jbE5nWe,Blue Light,0.179,0.222,0.0285,0.837
spotify:track:6njiHRz1WOJEdNOODyfRVr,Holidays,0.444,0.766,0.0307,0.0666
spotify:track:1ye9Ym4P9P3PBbprP2JrSI,Silent Night - 2002 Version,0.0656,0.0576,0.0337,0.977
spotify:track:5sTbbSUmIMpCWpWYMRULYV,He's Mine,0.676,0.887,0.0653,0.0425
spotify:track:5cExPA6s0ssdNp5VYsQc7N,Marry Me,0.807,0.584,0.0297,0.577
spotify:track:5dxipWoXJjf67EWMUhXwWz,U-N-I,0.287,0.563,0.0406,0.00892
spotify:track:0RX3dZiP09sttebAxjYVWM,The HampsterDance Song,0.965,0.928,0.0408,0.143
spotify:track:2KgqyYJVg1QRc4qAgo6eUG,Civilization (Bongo% Bongo% Bongo),0.885,0.285,0.323,0.637
spotify:track:6KOblwgzUEAMaPq64LO7DR,Symptom Unknown - Uncut,0.131,0.236,0.0417,0.931
spotify:track:4oDZ5L8izBals6jKBJDBcX,Your Love,0.616,0.654,0.0553,0.121
spotify:track:0gq2L4cAUyqwI8qUmSXUsw,Version Of Me,0.185,0.974,0.179,2.04e-05
spotify:track:4R4ZPCBWp2aGcS2rzUP5qd,Hills and Valleys (The Hills Remix),0.517,0.73,0.0474,0.0828
spotify:track:7iN8tMLk9K0sXGJW7Oru0N,Tihuanaco,0.916,0.521,0.0513,0.669
spotify:track:6aIksTUv50DDyBtTjYorSX,Don't Run,0.691,0.889,0.572,0.498
spotify:track:0Tqu15cSZxKONO0QIJk1e6,Pu$$y (feat. Trey Songz & Wiz Khalifa),0.669,0.544,0.197,0.217
spotify:track:6gWGSfzjmrSSA9OWzHRPQV,Yeah Yeah Yeah - Radio Edit,0.71,0.699,0.0317,0.114
spotify:track:7x2rOcLaYiQiMjhFFJ7y63,Ganas de Ti,0.825,0.787,0.0499,0.0646
spotify:track:43O4emPqYemazXHeS3B90a,Move On,0.222,0.823,0.111,0.00892
spotify:track:4cPiv68OqF1y8UuVHRzxEf,Romeo & Juliet,0.935,0.673,0.0914,0.00418
spotify:track:2pbMvMOrSCGfMioafN4tzK,An Orchid,0.176,0.444,0.0397,0.0457
spotify:track:39Ntrpd7R245rt9KXPcP05,She's Gone,0.675,0.771,0.0588,0.216
spotify:track:2oseO86ffdwnNoNdyK9yt3,I'm so Sorry,0.23,0.442,0.0786,0.322
spotify:track:70Rc32i7ZihAywCDQQgTgb,Jesus Walking On The Water,0.96,0.544,0.0316,0.666
spotify:track:5HiVM1sPilbQyfPbyp1eG8,Go Easy,0.144,0.577,0.0378,0.472
spotify:track:50zSoW3GT1Ee4hXxQPO08t,Idle Worship,0.762,0.827,0.0488,0.00499
spotify:track:1QpUZ5yZzOr1HYBs7nt2DU,I Saw the Bright Shinies,0.207,0.7,0.0444,0.598
spotify:track:42X0uRpzqXXHJzX0mzThGL,Please Come Home for Christmas (Bells Will Be Ringing),0.266,0.621,0.0438,0.33
spotify:track:37C5IX9aM3qoPHeuuU7ByA,Stay the Night,0.569,0.782,0.0291,0.0627
spotify:track:2l0Fp4ScDE522wyVx7IqXV,Three People,0.674,0.833,0.0663,0.0705
spotify:track:1Vf7RzSqPmrppyLaZALQbR,Wobble,0.901,0.732,0.25,0.0364
spotify:track:0soTJ27HWDZCAH8YzSceuE,Electric Heart,0.306,0.444,0.0265,0.487
spotify:track:4kAvtXKZ2fVPzhYKrAbdoZ,Dangerous Is the Sound,0.231,0.457,0.0253,0.674
spotify:track:4Mf6w0cowyBNcu2aoVC9GX,Never Let You Go,0.62,0.802,0.0373,0.00205
spotify:track:1wTsLPKIGknorLpOFElLzU,Have Yourself A Merry Little Christmas,0.4,0.379,0.0284,0.622
spotify:track:2zdMaPQb3WfWBTiysLflIh,Please Forgive Me,0.151,0.452,0.026,0.53
spotify:track:3xkbXN8cQ04mUO48Er3E5j,Shocker,0.249,0.922,0.151,0.0111
spotify:track:1SFXfKyEWTpQCAaUXuIc4V,Bussin Juggs,0.112,0.449,0.0975,0.152
spotify:track:4vAsjqRZHlqGvY8Rqog4il,Ceniza En Cenicero,0.574,0.538,0.107,0.61
spotify:track:7tWJR5jQts2nKMUcyTnUVH,Our Singer,0.191,0.515,0.0508,0.0334
spotify:track:7aowFmkviLVGcYtAkph0d4,Another Girl,0.778,0.684,0.0537,0.198
spotify:track:1bXLpqe49cqEpj88uPR4pu,Reckless Serenade,0.785,0.694,0.0392,0.00037
spotify:track:2MWJzNDTsSCgP2dLAEeJTY,Waiting Here For You - Live,0.132,0.429,0.0358,0.0715
spotify:track:1ScMtD4PNFYejYl35teO80,Cleanse The Bloodlines,0.128,0.95,0.086,3.27e-06
