uri,name, valence, energy, speechiness, acousticness, instrumentalness
spotify:track:5PIB8aoUJoCRh1O5TEGdOj,Ghostbusters,0.789,0.717,0.0335,0.0125
spotify:track:0J1Wfjo9H3R62yaCuuNDZX,So Yesterday,0.776,0.802,0.0615,0.215
spotify:track:2h5a6t9JFasqH5WJFPbmGL,One More Last Chance,0.963,0.878,0.0404,0.411
spotify:track:2KFsqLYgtKTqLoQA72sKpx,Once There Was A Hushpuppy,0.0713,0.466,0.0264,0.042
spotify:track:1VgrccAx4jaCAP85HaIDa3,Sing And Shout - Live,0.61,0.97,0.0488,0.0666
spotify:track:69QECPXP9ghwRvpRObsz01,Mama Said Knock You Out,0.631,0.804,0.13,0.0513
spotify:track:5mazukAnq6kN7S2rmR2Hfx,Until Then (Live),0.328,0.287,0.0303,0.628
spotify:track:4ZZc3sSsD2XTm52d1Vn2CU,F'N Right (feat. Freddie Gibbs),0.501,0.926,0.0951,0.029
spotify:track:1Zdvna9Q67V5kygdO9I0im,Carry On,0.131,0.974,0.207,0.000329
spotify:track:6Ygqoal7ZtrJQ66QqC8tA6,Viva la Vida - Acoustic,0.826,0.481,0.23,0.691
spotify:track:037Q3LMK7nqfCsTsD0E0JP,Sad But True,0.448,0.846,0.0337,0.000819
spotify:track:6PuzXK1p0TY3zbTu3mhdNd,B***H,0.92,0.926,0.297,0.00237
spotify:track:7iDa6hUg2VgEL1o1HjmfBn,Meant to Be (feat. Florida Georgia Line),0.579,0.783,0.0856,0.047
spotify:track:3FG7KQkRj2KEK3wIOb6uFF,MH 4.18.2011,0.345,0.97,0.0943,0.000823
spotify:track:0KpJzVYObU6DWxN7vOspy8,The Coward's Way,0.0983,0.944,0.0809,3.92e-06
spotify:track:3L7YBl05L01wxUZOY2nppP,El gavilán pollero,0.937,0.449,0.0583,0.967
spotify:track:7vIaLNAy9NWg0xre7NKmPR,My Home's In Alabama - Live,0.34,0.603,0.0415,0.0391
spotify:track:0JSZHgHH9FEFHo6H9dkGlh,Save Me - Radio Edit,0.305,0.694,0.0363,0.332
spotify:track:0jTTjg6q4jsd2RhuHwTvLj,He Said She Said,0.566,0.709,0.103,0.0966
spotify:track:2WRydcr6mh6H56TF2ycoOK,Texas Moon,0.577,0.663,0.0273,0.312
spotify:track:63yby2TyP12AuhzU0QSxCe,Donald Trump,0.54,0.854,0.156,0.00603
spotify:track:1DT2AO37uvQolBKhl5t5D4,Contigo Aprendí (with Malú) - En Vivo,0.267,0.456,0.0693,0.492
spotify:track:0H9Q7Vzu8nYRDBZYKbtU8d,Sippin’ On Fire,0.694,0.92,0.0329,0.00485
spotify:track:3nAuX0TA8yhqsPDHO8ybFe,All That Jazz,0.626,0.278,0.203,0.797
spotify:track:7GYjluyv9Zriv1g2QRJGs9,Right Where We Left Off,0.626,0.95,0.0685,0.00174
spotify:track:7tHyUQkwOfVJ3QfQNHWnzE,Vine a Adorarte,0.255,0.625,0.0294,0.357
spotify:track:5JEHFwefxoauQoUPJ0YV4t,Ascot Gavotte,0.312,0.222,0.0431,0.933
spotify:track:21Yxl692nRiTK1ZAXZ791K,Make A Noise,0.497,0.663,0.0298,0.253
spotify:track:3McUoymSQQgaQ8dg9ZJh23,Hella Straight,0.315,0.8,0.256,0.311
spotify:track:5lqKohrnTwdVTK0FQpXSrP,Street Level Entrance,0.707,0.711,0.197,0.0455
spotify:track:02ppjS0M2Q0AVN2wWsF09Q,Steal You Away,0.272,0.372,0.0323,0.175
spotify:track:2cILh9YWtNW8nAu9G7OaaN,How She Boogalooed It - Remastered 2001,0.685,0.768,0.0724,0.0254
spotify:track:42s3vSz1tVYw1RdvldajHh,One Way Ticket,0.773,0.797,0.0461,0.522
spotify:track:6Bd9hh3O9DMjm8hws64D0z,Tell Me It's Real,0.582,0.532,0.0338,0.214
spotify:track:19uIXB2GaFqNcKPSrmjnvw,Surfin' Bird,0.85,0.931,0.0499,0.00133
spotify:track:5r7No91XqX57cQ5eCVJ2kg,Control,0.196,0.246,0.0532,0.365
spotify:track:3O9im53AnorQ1LvDqqUGDD,All I Wanna - Morgan Page Remix,0.456,0.663,0.0446,0.00594
spotify:track:02acUMylPHMjJ9miDc9b38,Ever the Same,0.524,0.729,0.0307,0.0152
spotify:track:3E9oQBH768xYj5YuZ9WIH7,Burleson% TX,0.0475,0.249,0.0286,0.954
spotify:track:2iG8oClTQgjfiFA7m1Iswy,Game Over,0.705,0.782,0.0622,2.91e-05
spotify:track:3GL9aokKcL9PaVKywLLtNl,Stash House (Feat. OJ Da Juiceman),0.688,0.58,0.263,0.0217
spotify:track:5kSNrwNgOuR5KAhntOBpLH,We'll Be Okay,0.53,0.897,0.0632,0.000564
spotify:track:4kCSKIFIBo9DMtslnz3tMY,Lost / Inside Our Minds,0.0979,0.273,0.0419,0.422
spotify:track:0GSba2B8ENUCSTYKyzUVDD,Good Things,0.5,0.81,0.0412,0.0779
spotify:track:4uTTd2SlalZoG0zVgI63kH,Tin Man,0.655,0.531,0.0671,0.528
spotify:track:0P0j4WUQY0BmdtcYsiDBTR,Glow,0.42,0.961,0.137,0.00019
spotify:track:2W0p4sfCxY6fUXS3y01hVw,Elation (Radio Edit),0.0888,0.934,0.0374,0.000658
spotify:track:2jTujnt0y344ai1rNOywgr,KMT,0.0906,0.6,0.0435,0.0189
spotify:track:16clYJA4LJME2u29OhGADh,Waiting for the 7.18,0.253,0.896,0.112,0.00105
spotify:track:3v8FOuA8jxAC5SOA2uN6Mg,那些年,0.215,0.528,0.0271,0.299
spotify:track:7K3RiFYzoLb4j2gtMgjLuE,Disdain,0.307,0.97,0.0988,0.0114
spotify:track:6uWGcfyKS2bP63sd2zyswJ,Tea For Two,0.13,0.0194,0.0378,0.957
spotify:track:0amZSyQE9uviC0MyGJvFvT,Mantis,0.268,0.716,0.0348,0.0382
spotify:track:4QiXWMSQ7keA475UyguG4T,Queen (feat. Mimi Imfurst),0.556,0.8,0.0715,0.0433
spotify:track:2Ppl0xJbT4n33EmiNvhdYh,Audience Of One,0.593,0.685,0.0587,0.101
spotify:track:2tPUJsikLXQVe7IZnkmq3M,R.I.P.,0.522,0.976,0.121,0.000589
spotify:track:728zbo72kOoYdGR3AhNsyF,Say Something Loving,0.383,0.721,0.0304,0.296
spotify:track:64tuuHxo5JsYhoypAOwPYU,Elephant,0.179,0.366,0.0316,0.859
spotify:track:0pIckTA9JxkYlxKRutEGna,Mtc2 (feat. Sonika),0.615,0.869,0.0421,0.00815
spotify:track:33WFmAHYYxJg2GuhlkmCiT,The Grind Date,0.78,0.906,0.25,0.109
spotify:track:5laZcRtGliXmG4MVGO7w3d,Too Late - Unplugged,0.723,0.551,0.0348,0.189
spotify:track:1ksSib2GsrP1wqkpOPdHnY,Down,0.359,0.494,0.207,0.515
spotify:track:0O2Em9XS8Hyfxf3YFsVVky,The Night We Called It a Day,0.0758,0.124,0.0334,0.927
spotify:track:1B3NZvSTjaDW8dwiD2w52A,Rats - Live,0.336,0.966,0.0734,6.6e-05
spotify:track:2fZw0ya0oI4pXsjkB0NBHs,Fire Lake,0.45,0.695,0.0253,0.23
spotify:track:4vHi9eTIa4XDHBGez4dNB8,This Is the Life,0.149,0.566,0.0285,0.146
spotify:track:4kxAgnWw4GKmqcuUiXn60o,Represent,0.618,0.832,0.318,0.02
spotify:track:05jSCFSAfFqhrk3UiEvTDX,When I Think About Cheatin',0.291,0.387,0.0256,0.617
spotify:track:3WCol1FRUk6c4FteNXziOt,These Are The Days - Original Mix,0.401,0.949,0.0513,0.0152
spotify:track:4tnjscmco9W8cmEQdPnQH1,Broken Necks,0.522,0.728,0.0525,0.41
spotify:track:1jO5kYMz6I9skWKu8Q9iS7,This Love Is Over (with The Pariah Dogs),0.42,0.273,0.0309,0.729
spotify:track:1g5b5gNTAh3dsSWZILzczm,In Christ Alone,0.182,0.69,0.037,0.00129
spotify:track:19116nP4eo6LsWDcMSKrcy,Chick Habit,0.929,0.888,0.0373,0.251
spotify:track:72ukb9x8WEVaRUNPzl2MC9,The Death Of Me,0.235,0.972,0.0623,4.33e-05
spotify:track:6enPOmd3vSFpI4jjms8kXN,Runnin' Outta Moonlight,0.769,0.801,0.0393,0.0354
spotify:track:7kWMZ2LZIedqzCgPkGNX81,Zariya,0.0356,0.736,0.0607,0.297
spotify:track:5vqpqBAB8L9NyhLZo0ZKie,current location,0.165,0.72,0.0397,0.514
spotify:track:5RIpcFzWNwx41PEu1ZDoUz,Set Me Free,0.433,0.869,0.0321,0.000323
spotify:track:2vKUa0RyA8xIzFteB7mikF,I Hate That Part,0.228,0.418,0.0528,0.783
spotify:track:3Ho1fz8s0zvJFfJuQzNKvu,On Your Porch,0.481,0.423,0.0286,0.58
spotify:track:2FQyz928pfiLBdefjaMx5u,Slide,0.625,0.934,0.0558,0.0544
spotify:track:0BEaYkPp5PnclzQxbNgwmM,Bouncin,0.793,0.611,0.241,0.314
spotify:track:0Ivkwb8rbHKhba4nJN7ksd,Rehab,0.554,0.86,0.0468,0.0653
spotify:track:4b9LGuvtM6xzWyqN63lbeW,A River Flows In You,0.0878,0.133,0.0461,0.968
spotify:track:45YdfvmxZNzIQX2tkentXI,Le paradis,0.281,0.607,0.0657,0.00793
spotify:track:3F14hbIqy1JKKLTb1mzdYV,My Dad's Gone Crazy,0.711,0.698,0.508,0.0986
spotify:track:2d14mYTkxQF8XEAHhYkfRM,Woah,0.217,0.421,0.345,0.2
spotify:track:19ScoKGqnfUggyqOVQjsoH,La ingrata,0.896,0.835,0.0351,0.0854
spotify:track:0bLwBXrMd3z96utPHeuQDK,On the Regular,0.352,0.764,0.164,0.0175
spotify:track:4z66GXt8yXaxijM8cEe7hr,Miracle,0.617,0.95,0.207,0.00625
spotify:track:5GVvn3XvDtcXJpfN0GmtUp,Tarara (Remix) [feat. Farruko% Ozuna% Cosculluela% Arcangel & Zion],0.465,0.752,0.229,0.188
spotify:track:5H5lSYItVK9jPfjGhPDs2b,Arkham Knight - Main Theme,0.077,0.254,0.035,0.0307
spotify:track:1wVRQqlpGziVEE3HEqB9ux,Something to Say,0.7,0.772,0.121,0.0768
spotify:track:51O0grKeeoiWTL8miodCAK,Old Ways,0.563,0.692,0.0582,0.202
spotify:track:59bCI20jZOle0v9FANxKRa,Movember (feat. Sarah Levy),0.467,0.302,0.0536,0.0584
spotify:track:7cb98TMQPLbkE86up3uLz6,Casiotone,0.277,0.608,0.0351,0.452
spotify:track:4vLOyc7frNk3v4pa3Fut3Y,Breakdown,0.183,0.635,0.0333,0.0211
spotify:track:7t5P7lGYdWMR7k0c2vjdfo,Bring It on Home - 1993 Remaster,0.208,0.488,0.0598,0.451
spotify:track:6OCWElvToOk32LNzjkw7zJ,Hit It Til the Mornin (feat. Do or Die),0.742,0.886,0.178,0.115
spotify:track:6D1CstH1YvzNN8cPd9ay9Q,Wipe Me Down (feat. Foxx% Webbie & Lil Boosie) - Remix,0.718,0.906,0.279,0.000426
spotify:track:6CllHsQRV7OZuNlZOHypMH,Medley: Please Please Please/You've Got The Power/I Found Someone - Live At The Apollo Theater/1962,0.617,0.299,0.0642,0.625
spotify:track:6sV6HdZw35JJw6hEdwCyDD,Prepare Him Room,0.207,0.456,0.0279,0.499
spotify:track:4Cfftdff4UawawLuME9QRZ,El Muchacho Alegre,0.935,0.436,0.053,0.963
spotify:track:2E3y6X63fbZCYJGELwRAWQ,The Voice,0.372,0.578,0.0476,0.789
spotify:track:2DtT0O11rDYaMy7QX6bmOX,Berkshire Poppies - Mono Version,0.683,0.552,0.262,0.447
spotify:track:5fhu3CGyru2DMyOIyceyBO,It Is What It Is,0.51,0.718,0.0286,0.046
spotify:track:3uhBIQ7tv8j1FME8cFGEfG,All of Me,0.331,0.264,0.0322,0.922
spotify:track:57lDO5eFYlKn5a63SgQlIj,My Torture,0.389,0.457,0.0346,0.021
spotify:track:2cA7tJRUop5zACvLkg3DkV,Mi Corazon Te Canta,0.435,0.444,0.033,0.433
spotify:track:74hpFi8WyIwFIPBUv0idC3,All In,0.204,0.524,0.0758,0.243
spotify:track:5ifixZpz6rilPfj0kO4RQf,South Side,0.729,0.61,0.126,0.0734
spotify:track:1WitAaRV8SMreQaNLcBjdQ,What Is This Feeling? - From "Wicked" Original Broadway Cast Recording/2003,0.516,0.422,0.0953,0.729
spotify:track:29Zj1r8cek15xe08vNUOLy,Dip,0.651,0.882,0.0819,0.0193
spotify:track:5JgKaXRx7s7hWbwoeG0WjM,Smile More,0.547,0.91,0.0672,5.83e-05
spotify:track:0Kc8HLEgfNZwmo9P5ZIwOm,Who U Wit,0.689,0.809,0.127,0.0251
spotify:track:1J7ADXGHxcm0W4ftGL6u8b,ROADS UNTRAVELED (feat. Bun B) - Rad Omen Remix,0.315,0.612,0.0524,0.0104
spotify:track:7rDcULv8vV16vetBjPJhuE,How Do You Like Me Now?!,0.669,0.667,0.0311,0.0534
spotify:track:4OxfERJKoCCUdGcicnMnYJ,Sonic Reducer - Live,0.189,0.975,0.204,0.000103
spotify:track:6oaRryJqMWpEHt99ViMX0c,A Bay Bay - MAIN,0.722,0.696,0.537,0.102
spotify:track:27whaNoehdtblRt7doVvrH,Mala Gente,0.916,0.86,0.056,0.0771
spotify:track:7ih0MAOJz2OiaXR1lOO61X,Two by Two,0.609,0.444,0.388,0.73
spotify:track:4MPDpYXCgo66NCbUbdch88,Hello / Lacrimosa,0.271,0.406,0.0446,0.9
spotify:track:3yP6foM6OwBJEPLSTvnlMN,Magic,0.156,0.743,0.0389,0.00306
spotify:track:06eDGxZE3GHDAr6iqwJFXu,You Don't Know,0.256,0.545,0.0303,0.3
spotify:track:3aTB0sCbwVOuH71ZDYCz5y,Poppin Rubberbands,0.0615,0.546,0.113,0.257
spotify:track:30R5eY6Ir8D7hAQ5GH6RrT,So Far From Me,0.463,0.479,0.0302,0.62
spotify:track:4bJvlozKS25qOlNoiRNmct,Rooted (feat. Irie Love),0.914,0.599,0.0468,0.171
spotify:track:3Qn1Gls9TiUwBbBOuILURy,One More Night,0.583,0.784,0.0819,0.389
spotify:track:2ts3IphpKcJkI9rPa7P0Em,White Trash Renegade,0.797,0.871,0.226,0.328
spotify:track:7BrvQkvxl4owj4E6UKL5O3,Stand In The Light,0.135,0.35,0.0305,0.654
spotify:track:7revL4QJ86cavIUQZSJGKD,Rules of Beautiful,0.341,0.284,0.0299,0.745
spotify:track:5dovT5EksRWFzp1JrHGXc4,You & I,0.377,0.865,0.0529,0.4
spotify:track:0DQzFXzf7J3kzVTnegMjeE,I'm Imperfect,0.726,0.876,0.0407,0.183
spotify:track:1f8t9G15PwswWJFqas95Pt,I Don't Care If The Sun Don't Shine,0.739,0.479,0.0514,0.767
spotify:track:3Rr0AjvccGBIO4fxQ1Yfe4,Nocturne In B Major Op.40,0.0468,0.0664,0.0492,0.684
spotify:track:4ou3f7jaB41isbJkt6CF2b,In the Morning of the Magicians,0.37,0.728,0.0347,0.231
spotify:track:00FjPtTqy9JtPsjwVJMRxw,Kings and Aces,0.259,0.379,0.0283,0.217
spotify:track:0axF06XwNLobcx5z8BVtYw,Give 'Em Hell% Kid,0.118,0.993,0.16,0.0234
spotify:track:6jT3Aa3XWAQyr8s4fJiUoi,I Was Made for Loving You,0.298,0.153,0.0315,0.559
spotify:track:4OyzSXRSadNQt5EMwASdap,Todo Cambió,0.363,0.523,0.0625,0.563
spotify:track:3Gaj5GBeZ8aynvtPkxrr9A,Paradise,0.0566,0.573,0.0399,0.000148
spotify:track:4wghBKP9Kh0ndljLdjMzhN,AIR,0.804,0.879,0.183,0.113
spotify:track:7gar9J7OVfmOVPilkwWODC,Catch My Breath,0.492,0.915,0.0782,0.0227
spotify:track:71QR6JoF634Mq8Hua8Eqjj,Too Hot To Stop (Pt. 1),0.616,0.849,0.13,0.0288
spotify:track:73WX2V6JVfyQYYIG3K76i8,Amorcito corazón,0.398,0.297,0.0347,0.933
spotify:track:072nOX5nDAGalF8TC30EFv,Sensimillia,0.815,0.47,0.0803,0.212
spotify:track:2YDdFQkctbCCynTXsL3ekS,Best of Everything,0.718,0.936,0.0458,0.0425
spotify:track:4qMPthm7AqNVt9daT6Oma1,I Wrote This Song For An Ex,0.403,0.313,0.11,0.196
spotify:track:052vSBPxqdmYRDlkSPiavc,Cry Baby,0.477,0.691,0.0371,0.257
spotify:track:3eDldOgDQArRiiAvZgK1Vu,First Light,0.836,0.442,0.0628,0.257
spotify:track:40pQPRFmgFHKhkBZrbjSxF,Praise Goes On,0.336,0.796,0.0407,0.000141
spotify:track:3iY7VgZ1T95LlFro7ccEBV,Winnie the Pooh,0.388,0.37,0.0806,0.454
spotify:track:5JAkJy1fjUnekTjvCmipdl,Running,0.691,0.506,0.0735,0.00622
spotify:track:1ZTob2absL2XdQtrnZX4vd,West Covina Reprise,0.282,0.215,0.0592,0.951
spotify:track:2pFEbA6GdNxBOMn9Egvowm,Why Don't We Go There,0.788,0.939,0.0454,0.000754
spotify:track:7zo8XAMYBG6nGpqGiIudBc,Angelito,0.311,0.661,0.045,0.2
spotify:track:2VUDVkEjUnQbQrAT4QFV00,With Everything - Live,0.119,0.472,0.0297,0.272
spotify:track:4xgc11I8hK46psl0kZ65tu,Mangled,0.471,0.834,0.11,0.00178
spotify:track:209hjdfXvRLeUdWDXWInqf,Soul Power - Single Version,0.955,0.567,0.054,0.277
spotify:track:3kPWlLtHjP0jO18AaPQzsz,Borrowed Time,0.199,0.58,0.0316,0.123
spotify:track:5ixQCurcV2gKLqJGMeLvpz,Hold Tight!,0.734,0.846,0.0324,0.0585
spotify:track:11DdPGqDsM3ux1gVAqUIln,Balaclava,0.642,0.824,0.105,0.00168
spotify:track:5tvFKiClkmWkSb1j6rUEtl,Crossroads,0.43,0.895,0.0954,0.0232
spotify:track:30WBBRgtl6QaUJCNZbVYCa,Rock Steady,0.739,0.278,0.0666,0.784
spotify:track:5u0YB9bpmgEPS2bPhwfRFV,arms,0.252,0.755,0.0634,0.11
spotify:track:1cSn7YyTn523mnxtOZXRYA,The Message,0.921,0.695,0.052,0.202
spotify:track:4iL1wdB9WcmR4ANvzwAUAc,Coco (Freestyle),0.32,0.505,0.0476,0.0883
spotify:track:2BYiebB5e5zuQ5BSmemJpD,Lover% Please Stay,0.129,0.123,0.0306,0.954
spotify:track:2T5nVxZ8NEQDQiw9sKuW18,Black Thong - Original Mix,0.0923,0.854,0.107,0.0116
spotify:track:6OBEKRzRArlRCfHmBn6tYP,That Changes Everything,0.71,0.798,0.0331,0.194
spotify:track:3WwTtfUesyjNSQOnLDUwCh,Only You,0.532,0.803,0.0393,0.685
spotify:track:46IdjlVO3EmaMqooXZ1Hcu,Wat U Mean (Aye% Aye% Aye),0.667,0.599,0.238,0.07
spotify:track:500H9ENeR5AYbKU1ScK6ME,Luka Chuppi,0.202,0.441,0.0285,0.645
spotify:track:1KbBgC1BT6hPUYLynwxs2l,Walking Along,0.841,0.553,0.043,0.553
spotify:track:7iHgBQUeVzklZI0jTDNdlc,Neck Of The Woods,0.777,0.797,0.272,0.238
spotify:track:7E5AHjphvxggLZuMvewQ2g,C'est la vie - Studio,0.646,0.327,0.0372,0.848
spotify:track:2016zoJ6TxYzqjwQNMh3kw,Lost Coastlines,0.702,0.783,0.0314,0.0401
spotify:track:2mHzmh7saA4O2ZbHFxFp27,Too Dry to Cry,0.428,0.505,0.0649,0.908
spotify:track:4oROkqmOs624yG6SIjeEhK,Pa'elante,0.928,0.779,0.0597,0.0702
spotify:track:1j5Ji2SqM46abIbMKJUtWl,Memories,0.5,0.857,0.0491,0.00557
spotify:track:3gmVbNqZTlOcTuWVpXO2fi,Hold On,0.0761,0.78,0.0765,0.0241
spotify:track:4CMROsfLddIvFLMbTowIx4,You and Me - Demo,0.505,0.616,0.0348,0.535
spotify:track:3U2imIBWN0BnTS516Lhjfr,Sunday Smile,0.395,0.654,0.0472,0.541
spotify:track:4eCrkxlmIBH9xVAz8rY1wn,Bohemian Rhapsody (Glee Cast Version) (feat. Jonathan Groff),0.382,0.419,0.0286,0.417
spotify:track:3h5IJ0EzVpkiaoL174GC3M,Let It Whip,0.954,0.9,0.0411,0.112
spotify:track:5dkOSEVO4VMkFrecVOMjZP,Looking Up,0.825,0.604,0.047,0.113
spotify:track:6XfAEMtmbR7oMCDCqm1qRD,Come and Get Your Love - Radio Edit,0.763,0.864,0.0397,0.0179
spotify:track:71jY5MXZdNEubg8NLfml6i,Un Buen Perdedor,0.221,0.508,0.0311,0.697
spotify:track:0yxWY5cPaPUpeAoqSIoWfq,Tropic Love,0.493,0.809,0.0329,0.236
spotify:track:5nkYHBWXu7KCgcdwP6jcB1,What I Got,0.62,0.696,0.0859,0.0128
spotify:track:7nfOWdvj31hq0WWE1wUjOn,White Dress,0.509,0.831,0.0303,0.00235
spotify:track:0gBs9nppUjxZONdxnwxgq2,Magazine Girl,0.858,0.916,0.0761,0.644
spotify:track:2or8ETC2aPaOLJFnF9VoXX,Still They Ride,0.301,0.538,0.0322,0.249
spotify:track:1ZsR2xBtTRG1y9Xu2TLgDn,Alma Enamorada,0.935,0.61,0.0454,0.704
spotify:track:5gTuRkjPru8nt2wH2xToG4,Blessed,0.425,0.629,0.0424,0.183
spotify:track:4z64y59Uhw4Bo8v77c8K3R,Celebrate,0.707,0.626,0.246,0.0603
spotify:track:0ZN2txNHBxnWOeQbcvfQJH,Ma reine,0.739,0.783,0.262,0.0634
spotify:track:2vQwlW8H1jFveGNXwZfJCV,Dead Inside (Interlude),0.354,0.0279,0.0412,0.973
spotify:track:1SByxvzTeuhTtPLWuuO5G8,So Hott,0.598,0.926,0.0517,0.000497
spotify:track:1TKLOsv9iFmYqHlAZ9KqYT,Alone Together,0.286,0.504,0.118,0.157
spotify:track:3JnQth6rdt2s9PXtHQMW1E,The Way,0.114,0.446,0.049,0.043
spotify:track:6tpz4fG8IHNqIHrFZ6r7jP,I Promise - More Beats For Passion Mix,0.772,0.885,0.051,0.00342
spotify:track:7q6dQPgSSH1dsu4qTNkaGp,I-E-A-I-A-I-O,0.433,0.792,0.0721,0.000126
spotify:track:7sAufyR0AIBqOeYdUT9Wwa,Time Will Destroy Everything,0.075,0.887,0.0689,0.000104
spotify:track:21zrjVB9JVpdSpG8unduMo,Bad Boy,0.625,0.983,0.0843,0.0153
spotify:track:1py4qzrEEkOvU8uTHYLuOW,Super Mario World,0.394,0.662,0.209,0.0548
spotify:track:2MT8yBcRqm11mDUQm4i39G,Ride (feat. Gary Clark Jr.) - From “Cars 3” / Bonus track,0.686,0.948,0.158,0.0109
spotify:track:3Vh78q9eFOmMZXKVfVJuAj,Wheel of the World,0.234,0.651,0.032,0.518
spotify:track:40Mx2vpqD9g7HL56NkXTmt,Rue Saint-Vincent (Rose blanche),0.344,0.0857,0.202,0.992
spotify:track:6WZ5EMzMDchO374npQHpp5,Feel Good,0.232,0.835,0.0846,0.000543
spotify:track:0IBZ76Lo0mUhbbq72xZ7Hw,Leyenda M1,0.873,0.729,0.0499,0.429
spotify:track:3X3TLnvtp1PPSEuDIKG5C9,Fly Me To The Moon,0.18,0.337,0.031,0.872
spotify:track:51PQ3CZ3YHcDYX2iGV6Q2b,NA B YA,0.569,0.637,0.0738,0.0506
spotify:track:483SvHzxlCctQqZOiSDb4d,Text Me Back,0.442,0.684,0.4,0.152
spotify:track:1nFHWEwwKVBeJspsNrOKyA,Another Love,0.186,0.13,0.0391,0.928
spotify:track:3UCDrOA37BBdcExyIpN3Xj,Blue (Da Ba Dee) - Original Ice Pop Radio Edit,0.807,0.976,0.0431,0.156
spotify:track:0QI38in0PP6LVZSl6NnKaI,Amor Eterno - En Vivo [En el Palacio de Bellas Artes],0.53,0.421,0.0389,0.161
spotify:track:7KjDksZxIMHHYxN666GTDp,Open Window,0.196,0.541,0.0988,0.375
spotify:track:4CZNI3LrgwAAVi4f3Jhfnv,Angels We Have Heard On High,0.184,0.486,0.0239,0.0631
spotify:track:6YdRT4hc9OABRU3N878Zk9,Autodrive,0.634,0.312,0.16,0.232
spotify:track:0c1gHntWjKD7QShC8s99sq,I Don't Want to Miss a Thing - From the Touchstone film% "Armageddon",0.144,0.649,0.0345,0.172
spotify:track:2eeOxD1ZXOBjJykqXIUZnL,Kill The Noise - Dill Francis Remix,0.195,0.914,0.0588,0.00082
spotify:track:4ZSs4YtU5Aa9SfRv2NVMPy,Double Dutch Bus,0.831,0.666,0.119,0.172
spotify:track:7A5UEYnF87a8WmrrMeteQB,I Don't Wanna Live,0.476,0.71,0.0311,0.34
spotify:track:7sVzZWE8sntknvHLEYPnv0,Rêverie,0.158,0.00262,0.0493,0.988
spotify:track:53XpbyGmliKzcIeaxQDlI3,Jumper - Original Mix,0.109,0.921,0.13,0.00519
spotify:track:6Vprotofp1PqZglqEjhlEg,Te Amaré Toda la Vida,0.627,0.216,0.0342,0.913
spotify:track:53gcDgFyqqpvCzXWrnFZpH,Heartless,0.654,0.647,0.136,0.0515
spotify:track:2xxlzD6mWSbDHFEt1K41lX,Mind Mischief - Ducktails Remix,0.68,0.846,0.103,0.00547
spotify:track:2aG59MYsrguiyndslgTx9m,Vacation Bible School,0.591,0.939,0.152,0.0076
spotify:track:0PkFrLqWXcVkrR2sjtRa8f,Whiskey In The Jar,0.747,0.693,0.0445,0.531
spotify:track:3AsAuGTaDQzavZZThyYlop,Sexual,0.809,0.569,0.0739,0.0623
spotify:track:0wj4nHJ4SizJXkoa9WYptk,Give It Up Now,0.589,0.783,0.0584,0.0214
spotify:track:0l3795cAVGOHNdHvooZ25S,Another Way,0.887,0.806,0.0346,0.103
spotify:track:6NVUG7pv9ym0w9b6S8k5Wn,Holding Out,0.839,0.452,0.21,0.0736
spotify:track:4Oom640Xnhd8qSn9E8Pp3o,Genesis,0.257,0.218,0.0462,0.739
spotify:track:0Vr7liDp1JDdpycj6Baptu,Room On Fire,0.59,0.644,0.0529,0.103
spotify:track:3fYq8pM2HOztVG6kFNO6XV,Can't Wait Another Day (feat. Karl Denson & Chris Littlefield) - Live 12/28/13% Broomfield% Co,0.69,0.84,0.0414,0.262
spotify:track:5p6aqHlspMmCt5QfMeyW2y,Back Again,0.368,0.62,0.0508,0.0206
spotify:track:3tCuXpSSB56RIn39xD142f,3ball La Noche Es Tuya Mty,0.397,0.804,0.0583,0.113
spotify:track:5q5sslUbQAH4F3SOj272Wr,Jump On It,0.62,0.864,0.0836,0.165
spotify:track:16w8ZGVSjI4TlTLV8VimBY,Castle,0.164,0.571,0.0327,0.25
spotify:track:7osHjFGYUmIMB6eAiU9HDs,Querida,0.509,0.586,0.0286,0.324
spotify:track:5O5HMsrOS2vCXKmRpI65zQ,Toxic - The Voice Performance,0.534,0.485,0.0291,0.0245
spotify:track:3JmepPKzEIFMgvj5PLQFyr,Sutphin Boulevard,0.858,0.383,0.0675,0.000523
spotify:track:1QyNYQbmWfLc2Yl7tCIDzZ,Throw Away Your Hate,0.324,0.451,0.0576,0.415
spotify:track:1zqGw2cJnazSxLQfA7noJJ,I Wanna Be Adored,0.367,0.175,0.0318,0.691
spotify:track:3gCPRH882cqIkqhJXzv7o0,We Run the Nite - Radio Edit,0.0359,0.972,0.0499,0.00446
spotify:track:54JXAkc9TFvlpZDpcgsNAS,Caroline Says II,0.345,0.254,0.0315,0.821
spotify:track:4Mpvi0DKApBR5eEsZecbkz,Different Child,0.235,0.119,0.0336,0.868
spotify:track:6G7PVlifniapyhDCmWS2VM,Crazy for You - Edit,0.588,0.549,0.029,0.168
spotify:track:3PwUxOBMBkwILa7Y0s6h8S,Savior,0.301,0.92,0.045,0.000589
spotify:track:1xhBPKqlQV9omaRN9k7pdY,Cornerstone - Live,0.0709,0.554,0.0323,0.0318
spotify:track:5fMInRpERS8jP2zPz6QyUI,Love And Happiness,0.897,0.469,0.0372,0.0269
