uri,name,valence,energy,speechiness,acousticness,instrumentalness,
spotify:track:6OKe6bhLpOr4KYr9w73uXg,Yo No Soy Tu Marido,0.788,0.529,0.0697,0.0832,,
spotify:track:0PY678BHpYYJBKcyM0Qflz,Monster - Instrumental,0.196,0.669,0.0363,0.00013,,
spotify:track:18Lz4VF1dLAzXYAEW4Fmey,Aura,0.439,0.827,0.058,0.0266,,
spotify:track:5GtfrcFGPpZcFhPQ1O9Os2,Ganja Farmer,0.655,0.576,0.0916,0.0498,,
spotify:track:39vKDlVadMB5kctBmFuFzC,Supernature,0.9,0.411,0.0426,0.068,,
spotify:track:0L5gFNrzHyh4OhMwEz6DGS,Fool's Gold,0.379,0.773,0.0479,0.23,,
spotify:track:6V3Sd5FVnf83LLA6VMP15F,Good Love Is On the Way - Live at the Nokia Theatre% Los Angeles% CA - December 2007,0.383,0.882,0.0749,0.011,,
spotify:track:2v9MUl5HoSrHmM1LIaGvy4,Come Thou Fount,0.288,0.22,0.0284,0.842,,
spotify:track:0aCPC1aYw1YFZ0aL9AvTe7,Sabotage,0.397,0.954,0.215,6.39E-05,,
spotify:track:0WPBdT8IormC0NuDwLFzGp,Feedback,0.634,0.761,0.0621,0.00943,,
spotify:track:5v7wr5jovWGg46cL2YTN6Q,El cariño que perdí - Con banda,0.674,0.433,0.027,0.484,,
spotify:track:1Yf8OaJ74Tqf18xFrh1ZZt,I Need An Angel,0.369,0.681,0.0501,0.223,,
spotify:track:4LLnupO1DuSB6Oro0w8m5D,Hotter Than Mojave in My Heart,0.937,0.346,0.0347,0.636,,
spotify:track:4Ixf6QPQ6xc8iMLWpuM4YN,Bodies Made Of,0.658,0.748,0.0313,0.174,,
spotify:track:1Hacq7EuNxdJp2okXtnrC2,Angel on My Shoulder - Extended Edit,0.221,0.62,0.0744,0.0108,,
spotify:track:3ByN6RduNPNIuQHoPnrpW4,The man,0.272,0.476,0.0365,0.717,,
spotify:track:54vPpXqfxOuFq9tAwrOq16,Shavchi Yerushalaim (Praise Jerusalem),0.457,0.531,0.0329,0.0249,,
spotify:track:1H4pPVIuAYZjEEzuMW4OiH,Coeur frag,0.209,0.692,0.0401,0.413,,
spotify:track:1p4yidpgyyW1dDzT8qujaL,Best Case Life,0.816,0.745,0.0308,0.0114,,
spotify:track:6bMSP5IyrfELhfMy93KPYT,Lento,0.7,0.582,0.0944,0.0181,,
spotify:track:5M3fIM8TMpZtLC5yHc98Rh,From Tha Chuuuch To Da Palace,0.648,0.679,0.246,0.28,,
spotify:track:1Eck97uRMlprKOOJN9oO1E,Good Life (with G-Eazy & Kehlani),0.573,0.771,0.213,0.00464,,
spotify:track:0OcP0ZD8f5paG9taHQNspu,Southern Skies,0.0981,0.309,0.0503,0.0311,,
spotify:track:61CXA6nMgxRc9oQDmVwNX1,Well Done,0.695,0.833,0.179,0.39,,
spotify:track:3wd7xRtBDhDKyTlI7dsBmf,Right With You,0.0684,0.749,0.0517,0.000299,,
spotify:track:21cyhSpewtUqBp13mo24Bx,Whataya Want from Me - Live at ENERGY Berlin 103.4,0.244,0.325,0.0286,0.298,,
spotify:track:1sP8Q7PGUNpEpmu090fCrr,Descarada (Dance),0.721,0.73,0.196,0.0547,,
spotify:track:0awnfJ4I7eonSL3IkynNR5,Be Thankful For What You've Got - Pt. 1,0.909,0.444,0.131,0.591,,
spotify:track:6QvxTX9zvo4u7XhP9vOP3n,untitled 07 | levitate,0.53,0.47,0.223,0.49,,
spotify:track:2LecSKLfCMqU8YtZ2mhmZq,Les sommets de nos vies,0.577,0.718,0.215,0.00863,,
spotify:track:1zMXCwfwiIGPZA4kq7ideV,Desert Plains,0.445,0.923,0.0447,0.00046,,
spotify:track:6mavtNxMc35XwKg9POUemZ,Turn On The Lights,0.389,0.581,0.213,0.0432,,
spotify:track:1hyijWSBeQO1X4lBKurDRz,Upside Down,0.272,0.394,0.0399,0.0464,,
spotify:track:56H98l4uinRifnTH8e308N,Ch-Check It Out,0.694,0.899,0.292,0.0766,,
spotify:track:7Jd3almoehzurMOYuy2eIE,Built My Legacy (feat. Offset),0.696,0.598,0.311,0.255,,
spotify:track:24mogSGNYrOlt8xSkHZxJN,Do You Hear What I Hear,0.158,0.549,0.0288,0.614,,
spotify:track:7HrzErXq3TsKOY1gmdIShB,The River,0.59,0.536,0.0304,0.179,,
spotify:track:5s5rL8jO1ylUXKtqDyt8L4,Rain Clouds,0.432,0.44,0.028,0.83,,
spotify:track:1SkJ8HjZUZRPYT3R2rh5sA,Love Will Never Do (Without You),0.551,0.951,0.0496,0.139,,
spotify:track:49oeDp959Z0XtBN6ip5ehT,Look at Miss Ohio,0.336,0.115,0.0349,0.739,,
spotify:track:6fSU9cPInMGFolaxhA0Le0,Teorema,0.415,0.67,0.0368,0.0963,,
spotify:track:6rS9yOTShKlU8izy5ZUjQC,Tortures Of The Damned,0.433,0.854,0.0443,0.000628,,
spotify:track:26cmueXMtixyR9Q7vqZauB,All Birds (feat. French Montana),0.364,0.862,0.12,0.007,,
spotify:track:5KVbaJP4IOZmZZlj5v4jp2,Far Away,0.351,0.668,0.211,0.221,,
spotify:track:1JFdf0mF8MsNJLcYtJyf7o,You're The First% The Last% My Everything,0.742,0.577,0.0355,0.00485,,
spotify:track:4WfjYOo0JxommRm1PyObJl,High For Hours,0.684,0.446,0.424,0.449,,
spotify:track:2Wnh1Hz1oS0kKY8IwqD4NJ,Estilo Especial,0.961,0.788,0.0536,0.0875,,
spotify:track:2w6zOxgxy8XZDCPcGtuYQY,Oh My God,0.374,0.933,0.0851,0.0133,,
spotify:track:3MXJ1xMir1HdLkFRXPsewv,Turns Within Me% Turns Without Me,0.363,0.316,0.0257,0.884,,
spotify:track:5WFn8w67k6z5DszKNUJ4w3,My Old Man’s Son,0.236,0.602,0.0265,0.0806,,
spotify:track:384N4lsAziKXZ1MlDFTUAU,Roda Viva,0.854,0.651,0.029,0.606,,
spotify:track:1A2UmLDZzDmpdzUjEkCc3z,Not a Bad Thing,0.444,0.717,0.165,0.309,,
spotify:track:3oMgeBTWn2AbLzVHbhmZI6,Reptile's Theme,0.518,0.891,0.213,0.000354,,
spotify:track:2aDEoAd94TFpTsPTRsefUB,Awake - Mixed,0.837,0.662,0.369,0.131,,
spotify:track:79ypO3TT0U4LaC0LMyhLQb,Sed Knife,0.287,0.94,0.0708,0.00551,,
spotify:track:6ESXCUaK7TTcRuw1GV6RS4,Who I Want You to Love,0.239,0.377,0.0409,0.786,,
spotify:track:3Z9PWaE8d55XcOxEHwx6U8,Meditation No. 1,0.0375,0.0615,0.0351,0.994,,
spotify:track:6PExqNUN5D4nqBTamndm6k,You're Beautiful,0.175,0.607,0.0318,0.122,,
spotify:track:6lXcK2dIrZQzUvrJfysY0w,Guilty,0.388,0.902,0.0407,0.00554,,
spotify:track:6Wzv2Gig9KZ4sPekZWqDJK,Take It Easy,0.089,0.155,0.0308,0.965,,
spotify:track:1NBOaLRarZeOgIMPEAvMge,Blind Man,0.329,0.519,0.0536,0.632,,
spotify:track:0xQYFmoFmS6914517ubkdz,Goodbye - Acoustic Mixtape,0.755,0.491,0.0305,0.804,,
spotify:track:1Ph7OdKBTrIzTFe1Dmdpag,Take Your Time,0.191,0.614,0.058,0.222,,
spotify:track:0uGn8x8nbKzsAzVXICaeG8,Lost,0.425,0.404,0.0462,0.441,,
spotify:track:0i57n6oxu9NJ0LuUa9CprN,Just Girly Things,0.694,0.904,0.077,0.0343,,
spotify:track:3fm97Q9cVXVfVqhWJpyCCT,Go Get Busy,0.356,0.915,0.053,0.00172,,
spotify:track:4kdjHU5lzooUP7kkzQqX0Q,Zonnestraal,0.276,0.739,0.0358,0.031,,
spotify:track:3UNB9OELQteZbfPUcArynM,Salgamos,0.842,0.548,0.261,0.0324,,
spotify:track:76g5CWD9EdcK5EHd36vgxt,Be Careful It's My Heart,0.168,0.236,0.0363,0.887,,
spotify:track:2layfKNE4eOluWEcneRPyN,Storehouse,0.26,0.5,0.0328,0.255,,
spotify:track:52llNQpDkofRpO0WpImk8M,Zulu Piano Medley - No. 1 - Pt. 1,0.793,0.309,0.0405,0.977,,
spotify:track:2wECqzhcu96ewrSY6Ne0Eg,Tranquilize,0.376,0.85,0.0368,0.00742,,
spotify:track:36WNQJFVjYhDRZ6vJhYXEh,Let Me Hear You Scream,0.315,0.979,0.0888,0.000367,,
spotify:track:08Csw5pnwRcdjyaxGQIK6r,Larry Bird Freestyle,0.769,0.428,0.417,0.469,,
spotify:track:2eLplOs3tISvZMpdZmirUh,Hey Mama,0.771,0.805,0.202,0.274,,
spotify:track:0tUIGfeUw4Dxt3ShjXuJf4,Flying Over Water,0.368,0.465,0.0298,0.269,,
spotify:track:6vENFEcoDykmITfyGBu8Zn,Take You On,0.461,0.426,0.202,0.00252,,
spotify:track:3lh3iiiJeiBXHSZw6u0kh6,Into the Mystic - 2013 Remaster,0.797,0.524,0.0309,0.367,,
spotify:track:65wnZsZLKJimfK1cTFOfa1,Seeing Blind,0.483,0.555,0.0371,0.0372,,
spotify:track:7KggjJiqSAnLVZimkdPQH1,I Like That You Can See It,0.262,0.149,0.0393,0.847,,
spotify:track:4A2Pq3F4t0dDEaTGuTj9gV,Around The World (In 80 Days) - (Slow Waltz / 29 Bpm),0.238,0.234,0.0298,0.44,,
spotify:track:4NOTBhpdI36x2S7q3kAPif,"We Were So Close - From ""Frozen""/Score",0.0377,0.0918,0.0399,0.974,,
spotify:track:5BzU49i2KXfXZezI6qtDl8,Don't Get Carried Away,0.614,0.847,0.323,0.392,,
spotify:track:3n2YqjADQHV8AeslUYUk07,Angeline,0.32,0.588,0.0337,0.524,,
spotify:track:5TWHKHGlA2JVhyS8gRYjqf,She's A Lover,0.789,0.795,0.0314,0.00407,,
spotify:track:72amA3xDpnCcXtfVxhqpwq,Something - VIP,0.285,0.526,0.0502,0.0259,,
spotify:track:2wbgIHMp8K9xA7Ak6V1IXe,Grande Es Nuestro Dios,0.679,0.777,0.0601,0.26,,
spotify:track:0fcQczCqmgsuuwwFVrehP4,Bompton,0.0892,0.575,0.0331,0.0768,,
spotify:track:2z1DzuGnILpl6IaVS5uQ8n,For the Beauty of the Earth,0.435,0.161,0.0375,0.988,,
spotify:track:1zuY89pNly3uoQJebQsArr,Too Much,0.0733,0.489,0.0352,0.574,,
spotify:track:5vY0eZdiJSgEkIJN96y4MN,Telepathy (feat. Nile Rodgers),0.78,0.893,0.0859,0.0479,,
spotify:track:5rrJOeJ2SMhtQjIPD8kmLr,Decode - Live at Red Rocks Amphitheatre% Morrison% CO% 8/12/2014,0.232,0.949,0.0919,0.00155,,
spotify:track:1rWksds0t6BM5phg9qeEKv,Baja la tensión,0.768,0.766,0.0485,0.165,,
spotify:track:1qe4vbk9Wn3SktJR3FosdV,Funky Kingston,0.961,0.458,0.0841,0.265,,
spotify:track:4g3QZlvz39UllCcRXDZ0Do,Sulfur,0.342,0.985,0.129,0.000234,,
spotify:track:4ExmxSUnyMzfCx4gqcfAHw,Almost Here,0.0815,0.975,0.302,0.000558,,
spotify:track:1xRoyhkpLvYnF06XflsNmx,Tortured% Tangled Hearts - Live - 2003,0.714,0.826,0.0339,0.658,,
spotify:track:7yauACZG3UPOYKwyWFnQkB,Levántate,0.603,0.868,0.0379,0.0313,,
spotify:track:7KdrsGJ5ERh7JOjnbieCSd,"Dig a Little Deeper - From ""The Princess and the Frog""",0.787,0.82,0.0523,0.383,,
spotify:track:1DGtL0mWyQ2YqqMO5zKn6H,Be With You,0.756,0.451,0.093,0.136,,
spotify:track:2AhGWwkn71UUTDaQmqqxyw,Spinning Wheel,0.582,0.37,0.0577,0.413,,
spotify:track:6BPH36SnzhPIYxOYVchQQR,Love Letter To Japan,0.749,0.693,0.0359,0.159,,
spotify:track:3Pnsuy9IdR13Xoa1TQALjS,Squad Goals,0.353,0.544,0.114,0.779,,
spotify:track:6YhJ305bmiKpGkAz8HkVwI,Asphalt Cowboy,0.517,0.813,0.0383,0.155,,
spotify:track:3QcuZo6WLcFkqqLmDs0d95,Doctor My Eyes,0.542,0.626,0.0294,0.266,,
spotify:track:4cVluxrIFQb32KWanHqYDF,Waitress,0.497,0.835,0.0537,0.0126,,
spotify:track:5hiNJQIwZ3W40usecPg6dB,Brian and Robert,0.513,0.349,0.0283,0.922,,
spotify:track:0aVMGAsz3MNHOZDhLm57Jl,Jay-Z&Kanye West feat. T.I.- Niggas-In-Paris( Y-Tune Trap remix),0.635,0.887,0.113,0.00333,,
spotify:track:5JWdLUwvyELkVlm33acAtt,Super Hereos,0.197,0.124,0.0359,0.602,,
spotify:track:1xvj2ombpnoIDAH4AausxO,Hold On,0.484,0.773,0.0873,0.0086,,
spotify:track:5OC8i2QN4tYxiiJMif7pDp,"Pirates of the Caribbean - From ""Pirates of the Caribbean 4""",0.635,0.857,0.0484,0.399,,
spotify:track:6NyhBA9M6KK0fuVsojxL00,January 28th,0.373,0.546,0.354,0.26,,
spotify:track:1k8WWnvxDpM3pv57GwxUhc,Message in a Bottle,0.543,0.434,0.223,0.0132,,
spotify:track:4uXygYyLsFUr9P1UzILrHf,What The World Needs Now Is Love,0.401,0.842,0.143,0.618,,
spotify:track:0iQ77tSa7ncj7zBPtVx6cU,One Foot,0.471,0.822,0.0365,0.00749,,
spotify:track:3r2f0ZWaSLQ4Pn4fkcathQ,Little Boys,0.564,0.625,0.0669,0.722,,
spotify:track:1X3hydoFEnpJqkLgLkrMHX,A La Luz De La Vela (In The Light Of The Candle),0.376,0.629,0.0643,0.0264,,
spotify:track:2WsWOqZk5YKJD1WTGKihRp,Love You Out Loud,0.712,0.874,0.0338,0.151,,
spotify:track:0ZBBoiQhCCqOvSjAjtVfXN,Jet Pack Blues,0.338,0.88,0.1,0.00849,,
spotify:track:7voJAGZXyXj3A1SqP0ZDmZ,United - Tiësto & Blasterjaxx Remix,0.168,0.882,0.0362,0.0109,,
spotify:track:0XOU4fy7EFqUcPZCE1Mcz0,Inner City Blues,0.77,0.524,0.0488,0.0183,,
spotify:track:0tPKjqP3T1vSvmLz2zrCSl,Let Me Go,0.731,0.98,0.0445,0.00551,,
spotify:track:1pbDNkAoMCmIOEbU75apRl,Friend Inside,0.75,0.85,0.0442,0.0982,,
spotify:track:0q39CqxCANYZ059CwT8gre,Golden,0.21,0.337,0.029,0.759,,
spotify:track:0zrGugNNUZ8AyEOaKUFjQA,Curse the Weather,0.315,0.677,0.0617,0.444,,
spotify:track:0TruCWSjySTMFXT7snvvFB,Trouble,0.787,0.78,0.0383,0.0518,,
spotify:track:5xdVqHtFS0eLuNp4Z8Wbpa,Good For You,0.215,0.673,0.0611,0.181,,
spotify:track:25Iq3dnxn8jkuZvub6I2ye,There Goes,0.561,0.502,0.0254,0.0863,,
spotify:track:0VoS77Ge8l53efIWvOq4OR,Don't Put It On Me,0.388,0.645,0.0316,0.306,,
spotify:track:1AEoNmoU5UaP1wV4UisLh7,Heartsprings,0.663,0.687,0.303,0.516,,
spotify:track:0s1ZRvTz25JZgzd1rCSNGR,We Don't Give A Fuck,0.692,0.771,0.373,0.00519,,
spotify:track:7s5UpEtsbTnIwhRNw5G2sK,She's So Lovely,0.193,0.548,0.0299,0.866,,
spotify:track:3ju5w7orV4Qc6YeGYuTEEc,I Wonder Why,0.95,0.546,0.0377,0.704,,
spotify:track:6NVxFvAe4F7y0HEHKN8lrT,After Dark,0.697,0.809,0.0263,0.0131,,
spotify:track:3qtsVB90KMoccHtSCbAHOE,Al gato y al ratón,0.985,0.917,0.0483,0.654,,
spotify:track:21wzyRGvTZ9MjjLm919gL1,Into the Deep,0.202,0.578,0.0337,0.00259,,
spotify:track:3kn91xR0w9zuzLr7DThHcC,Denied,0.402,0.977,0.0859,0.000116,,
spotify:track:02DoXNeIVYvONhTk1fGQrz,Nothing Really Matters - Afrojack Remix,0.477,0.752,0.0378,0.354,,
spotify:track:5493vtqxbiWnMWscoJXwmP,J'Attendrai,0.74,0.241,0.0565,0.763,,
spotify:track:1dpRGsYFwldPxAeobSSTBy,IV Play,0.497,0.636,0.0613,0.139,,
spotify:track:5MkwL6YjNgF4gzwIJTUtWu,Release,0.0709,0.3,0.0323,0.208,,
spotify:track:65OXGbKBQ8gUyJvUd0jNpf,Boom% Boom% Boom% Boom!!,0.968,0.935,0.0407,0.013,,
spotify:track:5pPnyCsHIZvCiNzVGNynWg,Long Way To Crawl,0.322,0.489,0.0306,0.021,,
spotify:track:2QsUxOkJ6I9er9DxkUwUCk,I Live in LA,0.166,0.571,0.428,0.0344,,
spotify:track:2VxrADWuxdPZkizoR0Rjse,Suburban War,0.577,0.853,0.0376,0.0972,,
spotify:track:4gQEkGr28UpVkUlm6epMmj,Breaking the Trumpets,0.206,0.851,0.0645,0.000245,,
spotify:track:1oghmiYgsWrw3aEx7pP374,Stephen Curry,0.392,0.536,0.382,0.00713,,
spotify:track:7eMlLNKSFElQD4q2Eq1MdW,Off the Floor,0.155,0.208,0.036,0.528,,
spotify:track:2D4lGOBy7f1trfBXsnqNyR,La Da De,0.477,0.665,0.159,0.108,,
spotify:track:5JqAwSyFORaEODHU1fo2bB,A New Headmaster,0.0362,0.00881,0.0391,0.921,,
spotify:track:1qmJbXpVLydNcN6VTR40GU,Zoot Suit Riot,0.896,0.706,0.0837,0.175,,
spotify:track:2RPRHTcZoWLtFY3xJ00CYQ,Welcome 2 Houston - Feat. Chamillioniare% Paul Wall% Mike Jones% Ugk% Lil Keke% Z-ro% Trae% Rob G% Lil O% Big Pokey% Mike D & Yung Redd,0.215,0.675,0.162,0.0422,,
spotify:track:0lIi8G5q6GuWfmjoFZZkeb,Give It Up,0.163,0.652,0.0505,0.000507,,
spotify:track:7zprfY9KDG8g3S5BIOB7xZ,Hvar (feat. MSP) - Radio Edit,0.214,0.638,0.0388,0.127,,
spotify:track:5pFszq2uSCj5YW6KnpkS8d,Refuge (When It's Cold Outside),0.509,0.517,0.128,0.413,,
spotify:track:6LRRTTt97J9LnK1D3YcNGB,I Know You Know,0.79,0.438,0.0696,0.737,,
spotify:track:3JIqogHHQIQW1uJ5Yivb88,Otherside (feat. Fences) [Ryan Lewis Remix],0.23,0.568,0.0743,0.523,,
spotify:track:0THzsgFeDDpEElsRxyJBZB,Verbatim,0.492,0.58,0.327,0.309,,
spotify:track:5kmG6WCXtL5C18OyOxi1ob,Boy,0.525,0.424,0.0311,0.706,,
spotify:track:4AoMwWkW7a5YIaqrqPjffy,Lioness,0.35,0.578,0.0988,0.00264,,
spotify:track:2cViIXIe8Pbd1sOJExMJlK,Cemetery Drive,0.655,0.888,0.0362,0.000902,,
spotify:track:5eCuReHDkL7n9AOkm3jlox,The Wild Rover (Live),0.769,0.676,0.231,0.826,,
spotify:track:74zxAK1Gh3jTUE0SoHKF0f,You Make Me Feel Brand New - Live at Sydney Opera House,0.173,0.508,0.0342,0.474,,
spotify:track:0eggDBlJxFGw3e9Yn10mCN,Azul - Primera Fila - Live Version,0.447,0.712,0.0273,0.249,,
spotify:track:0zgKXGJ5KvMbVXwLp5AoQw,Already Gone,0.263,0.353,0.031,0.782,,
spotify:track:3biFdxByHgUhTbp2dG89zK,Dance Like We're Making Love,0.263,0.541,0.0659,0.063,,
spotify:track:6etp4PrIt0TmZdo010fuZ7,Whoever She Is,0.543,0.429,0.0247,0.536,,
spotify:track:3nRkce4I8jluoyvwHJkRiT,Heartbreak,0.396,0.779,0.124,0.0448,,
spotify:track:5eJQgWONd6dLhJRFtq6Bxc,Outside,0.13,0.609,0.464,0.0799,,
spotify:track:04UMkEUweTNifT96ZuE6SO,Get Ur Freak On (Guide Vocal) - Originally performed by Missy Elliot,0.707,0.796,0.214,0.493,,
spotify:track:1ULWxutUPYa13JRyEU40kr,Creature,0.645,0.942,0.0483,0.379,,
spotify:track:7AsqWnhnFZt02H9q5Oeujn,Se Me Va la Vida (Rocasound Mix),0.296,0.866,0.0356,0.00266,,
spotify:track:6qd35KUaLaA7XVqJQljn7A,You & I,0.497,0.708,0.0368,0.00554,,
spotify:track:10qlsNJjm0UKL2KRFl7gfq,Saying I love You,0.61,0.636,0.0247,0.00179,,
spotify:track:253MlEWhgOkU3ncefccjMR,Lucky To Be Me,0.117,0.021,0.0589,0.994,,
spotify:track:5ti0Sf4WucZSIlgmp1JQ8A,Man I Think I Love Her,0.896,0.927,0.0572,0.0117,,
spotify:track:0B4fFt3yD4kZr7xPdg6cp7,Staring at the Sun,0.339,0.523,0.0284,0.0613,,
spotify:track:1ewLdzcpSQkU9wpFdqFauw,Fly,0.26,0.68,0.0278,0.606,,
spotify:track:7zYBVL62HiUCiQmVNszaOl,Sweat - Feat. Lil Jon & Machel Montano,0.687,0.875,0.0863,0.000566,,
spotify:track:2IV3hygERzCmw7E83rRV69,Empty Streets,0.262,0.726,0.0506,0.00876,,
spotify:track:4MUNZkVe0VfomuSgY1EJun,Out Of My System,0.893,0.721,0.243,0.049,,
spotify:track:5OTTkHVa9RPlyZQlBdAMSn,The Inkwell,0.308,0.824,0.338,0.13,,
spotify:track:2pdT3qGRnX0tUX3Ek9Sqp7,I'm Just Sayin',0.576,0.945,0.0875,0.00275,,
spotify:track:5KANFBARgN7wT3OJyB6QLE,Slugs Thru Ya Papaya,0.208,0.63,0.319,0.514,,
spotify:track:5PuLygJruA4KfhDVuKSZYS,Freak (feat. Jay Sean & Juggy D),0.615,0.817,0.0646,0.0192,,
spotify:track:6Bhpt42jgn4nHRuGBN7H5f,Rise Of The Machines,0.804,0.903,0.269,0.0737,,
spotify:track:6xjpJn267uV55Y2HRkF7ym,I Want To Know What Love Is,0.219,0.56,0.0325,0.243,,
spotify:track:2KG9WFh2LYAMLrJAUikOYZ,Falling Apart,0.421,0.942,0.0512,8.26E-05,,
spotify:track:7ybprTSdhXFzGWdtUEyfjG,Let a Boy Cry,0.828,0.769,0.0362,0.00269,,
spotify:track:5jbbCPrR9e9mkPihz5D2At,Monster,0.21,0.911,0.159,0.000275,,
spotify:track:3kk66lcmo2blwB1uLHMkPJ,Homies,0.376,0.386,0.301,0.221,,
spotify:track:0gcnq31VqpG85RcO6A4zex,Attitude Dance,0.817,0.868,0.051,0.278,,
spotify:track:0uMMLry3hzWGn3q3loqMkm,La Bamba,0.868,0.764,0.046,0.144,,
spotify:track:17it0vjFwi5ifTPMwYL6iy,Salty,0.668,0.886,0.258,0.0146,,
spotify:track:2j91CgtRZJ4Jobg2LGyrS8,My Way,0.569,0.639,0.414,0.159,,
spotify:track:661bbtA19xopO3lH0J4Qvr,A Violent Noise,0.144,0.423,0.0373,0.745,,
spotify:track:4sJgLbMLh7vyOjbsojGHC1,Weekend Wars,0.69,0.859,0.0361,0.0964,,
spotify:track:5FSplv70ULrjTkigqTzF2K,Everything I$ Gold,0.0401,0.431,0.0385,0.0628,,
spotify:track:1o6F3sMd7zallbOAj8s38G,A Ti Te Encanta,0.772,0.79,0.133,0.174,,
spotify:track:1w8uOfVTg6VGxBcYgmCjbH,A Disasterpiece,0.392,0.971,0.172,0.000823,,
spotify:track:66QK2ov3jneXmdquV0JpZ1,9 (After Coachella) (feat. MØ & SOPHIE),0.466,0.435,0.0982,0.488,,
spotify:track:7uEhDh2dp3ka84LHWR15H4,When the Going Gets Tough% The Tough Get Going,0.926,0.83,0.0485,0.408,,
spotify:track:2i5osNxxsUX9lxziFbeKum,Here I Go Again,0.34,0.75,0.0587,0.198,,
spotify:track:249vpgm2YkB51mgnGhDBjl,Little Things,0.697,0.767,0.142,0.219,,
spotify:track:5EZJpVlkRh7GnqSF3QgEfa,Infected,0.0607,0.336,0.0433,0.367,,
spotify:track:3BI2UwrXBRveizKCyQylVW,No Place Like You,0.582,0.873,0.0417,0.447,,
spotify:track:6ahzpzPfeCsM1iJJ4sZ2no,(Maybe We Are),0.531,0.46,0.0359,0.284,,
spotify:track:3S0cAAu05KzOTa0C6X05FO,I Need A Hero,0.219,0.655,0.0593,0.406,,
spotify:track:3qI2n6X2F5OHZ4FDjpaLs2,Luxurious,0.688,0.724,0.0738,0.133,,
spotify:track:2hKLu5akQZ9BbrCQVXM2cZ,Daddy Yo,0.81,0.839,0.0682,0.234,,
spotify:track:0GgN4MhR5GKn5IcKN0e0rG,Cancer,0.222,0.515,0.0261,0.358,,
spotify:track:6Yco552aC8PlhpTvhtxUx8,Wildfire - Radio Edit,0.111,0.746,0.0406,0.0111,,
spotify:track:6Rqe6ghJ6t9SlQ2pRrt5tI,Till Dawn (Here Comes The Sun),0.547,0.542,0.0437,0.821,,
spotify:track:2P2EnkwGgshVsMMS97jf8P,Fade Away (feat. Agent Sasco),0.678,0.794,0.125,0.0788,,
spotify:track:5HOoS4ie5clRy4Dcbb4X89,Yo Me Moriré,0.929,0.336,0.0735,0.275,,
spotify:track:2LTDA90dBqThNpQleTfK5N,Fields of Agony,0.359,0.981,0.129,0.000473,,
spotify:track:5DxqLy6Q62krpwF8D6Kt8Q,Stargaze,0.284,0.763,0.0472,0.253,,
spotify:track:3AuzwXVzDaCQeWeRvbwm9R,There She Goes,0.613,0.353,0.031,0.0799,,
spotify:track:3OzQn19XAveO8ZbKH1YPOA,Be Enthroned (Live),0.0592,0.516,0.0302,0.00574,,
spotify:track:0rXust20mso4dTD3Qnd3SD,La Terraza,0.645,0.925,0.0853,0.0574,,
spotify:track:00EhzXcoejkD5RWoS8L4IX,Memory Lane,0.899,0.606,0.396,0.24,,
spotify:track:25UzPZwx9WuKhzrsUEiU5Q,Alhaji - Red Gold Green,0.96,0.455,0.0715,0.12,,
spotify:track:1kLesWFRw7ZC1nhJ0abXv2,Holy and Anointed One - Live,0.163,0.281,0.0352,0.635,,
spotify:track:0ADv31kSJhI1VSCQqBbXUU,Oh Sweet Nuthin',0.527,0.556,0.026,0.195,,
spotify:track:3KcpI10zmarfso6KQdF0Ty,My Only,0.356,0.449,0.0275,0.668,,
spotify:track:4fi5KJ7cA8A4ivm9PdTvCX,Beautiful Gurrls,0.629,0.329,0.0297,0.76,,
spotify:track:7u6a1GgYKhHAmJzkgf3Z9O,Sube El Humo,0.655,0.557,0.103,0.334,,
spotify:track:6PAL3nzEgroNOMurJAjpFX,Falling Down,0.805,0.898,0.0832,0.000146,,
spotify:track:05QIrDQGgKJXoLBGdTz1D3,The Body That Loves You,0.372,0.567,0.0478,0.699,,
spotify:track:4ThUsAPgM1Eo6DBJRgLbpc,Has This Hit?,0.209,0.574,0.052,0.525,,
spotify:track:5XQv5uep3VmhEuDWeFwRep,Kinda Don't Care,0.735,0.752,0.0309,0.0974,,
spotify:track:4SZOVptbDIwRegbsYCOHRJ,So Simple (feat. Lellow),0.892,0.64,0.207,0.047,,
spotify:track:5xz4NjWqe4bvIqJNzgKKPs,Upgrade U (feat. Jay-Z),0.509,0.683,0.397,0.00161,,
spotify:track:1Zjn2BMaHsXG43bTGuTZf0,Change You,0.899,0.698,0.35,0.0924,,
spotify:track:3bTxRDQSzoB24QrDwZy2sD,Mary (feat. Dev),0.751,0.79,0.172,0.0103,,
spotify:track:5z6GQKWMD9HjkyTbW7sCFc,High Anxiety Society,0.258,0.98,0.0967,0.000135,,
spotify:track:2YVFEyud8Ar6L6Ukq6TZNn,Chase,0.0659,0.425,0.0448,0.656,,
spotify:track:4aWn4NHlELpOehxsBaQeoe,Don't You (Forget About Me),0.678,0.816,0.0299,0.168,,
spotify:track:43hiD0QEeUysuWqDzd8GwA,Epilogue: Young Forever,0.386,0.815,0.231,0.04,,
spotify:track:2nPVP13joEfdlIIxfaVujj,Son Tus Miradas,0.834,0.532,0.0268,0.565,,
spotify:track:0B5ZB1BRsGTgG0S0mepKV4,Look To Your Heart,0.238,0.192,0.0328,0.853,,
spotify:track:56bucFOzkUliRJtop4jCxC,Sonata no. 2 in B flat minor% op. 35 3 mvt Marche Funebre,0.0844,0.00221,0.0542,0.992,,
