uri,name,valence,energy,speechiness,acousticness,instrumentalness,
spotify:track:5vHmnmapdJ1PFHh2vxXJxW,Remenissions,0.438,0.958,0.0816,0.000104,,
spotify:track:2cZLzOZgVEv0YXXwOmh54A,Cold Water - Afrojack Remix,0.466,0.908,0.0371,0.00693,,
spotify:track:4wxalzIz8Xl8gIYgQfxs4y,You - Evan Berg Remix Edit,0.286,0.791,0.0461,0.0298,,
spotify:track:6y8snVFINFTa2UhgjMM9mK,Good Time,0.898,0.802,0.0383,0.0592,,
spotify:track:3BzhAlg2gqHlbe4yuNsE2x,So Much For My Sad Song,0.747,0.604,0.0431,0.427,,
spotify:track:0MPm6RYMuAoZeHg0K3pg7d,Amused,0.32,0.629,0.0287,0.00203,,
spotify:track:0fc3RkelZaQXZT22ed6xCz,Love Will Be Enough For Us,0.32,0.564,0.0343,0.141,,
spotify:track:0dgyKzdXsDYuTNSJcckBql,Como Una Pelota,0.942,0.632,0.0303,0.52,,
spotify:track:5zCunX8URvLoBHlg1Fnjv6,Already Gone,0.298,0.248,0.0451,0.954,,
spotify:track:6SFL3a2JotvZFwTiggc4cb,Platypus (I Hate You),0.606,0.985,0.0905,5.36E-06,,
spotify:track:7KdF7Zac5eC9jutk9Qret4,The Wire,0.535,0.632,0.145,0.0126,,
spotify:track:7zu69MoR2wxz9rvcxcqD9I,Eleanor Rigby - Strings Only / Anthology 2 Version,0.291,0.175,0.0572,0.844,,
spotify:track:0XynnWU4lnJDkziTWxrhIL,You Sang To Me,0.759,0.89,0.029,0.00916,,
spotify:track:5xKBdZm7zXJ17ItF90ltra,The Day That Love Began,0.401,0.23,0.0302,0.612,,
spotify:track:6GLnIoqX9oFvfhTbJfA1xh,Luna,0.95,0.809,0.0324,0.148,,
spotify:track:6Z8bwTp3CPk8fAomqEJZHc,Have Yourself A Merry Little Christmas,0.291,0.101,0.034,0.893,,
spotify:track:60c0wfBSz7erCZy6S8a8De,Unison - Knife Party Remix,0.165,0.836,0.0619,0.000211,,
spotify:track:6YIFkoye98kEVRKAXvxH9e,Beautiful Lie (feat. Cosmo Klein) - KeeMo's Terrace Mix,0.179,0.628,0.056,0.187,,
spotify:track:50TsMGCqBP9cE59mnYdzWv,Why's It Feel So Long,0.836,0.758,0.0284,0.212,,
spotify:track:3HDrqeN1xtCrwkDg8lmBVj,Shudder To Think,0.879,0.861,0.0273,0.0317,,
spotify:track:7DUTuGgKXfXKYLzNtAj6AW,A Man This Lonely,0.326,0.538,0.0247,0.405,,
spotify:track:4dT9rMO4jhmZj7oUQe0HL4,Vi önskar till eder alla,0.816,0.463,0.0293,0.57,,
spotify:track:0ei8wb8qQAZBNkmMR0fVsl,1%000 Reasons (feat. Julia Stone),0.491,0.588,0.186,0.152,,
spotify:track:6kQYMqjobmB8MkWwa9OUyA,Amiga mía,0.402,0.703,0.0504,0.519,,
spotify:track:1layZXCAmJ84fi21OmnTt5,Los Caminos De La Vida,0.946,0.698,0.03,0.384,,
spotify:track:4g5QKYTjNoAN8w5LmNbkwo,Angels,0.342,0.157,0.0428,0.95,,
spotify:track:3ChunUfHnmdp3RinJO79WA,International Business Trip,0.506,0.803,0.223,0.027,,
spotify:track:4EsPdGFTU3PcmSP22Yh5cs,Gone,0.693,0.918,0.0594,0.000783,,
spotify:track:7x6dHvQobrLjpZUOjbnyDC,Sole Survivor,0.405,0.941,0.0766,0.0991,,
spotify:track:5h8IM1G3h25G58oxTNRr2e,I'm Good (feat. Sol),0.576,0.619,0.313,0.0978,,
spotify:track:2YOH9YXklxUC69EQgBt7uX,"Hooked on a Feeling (From ""Reservoir Dogs"")",0.942,0.777,0.0393,0.286,,
spotify:track:0CWJzSKWtzClgLUTc5RQzd,Precious Love,0.395,0.659,0.133,0.607,,
spotify:track:4dKMyPEVQRAMxJ4HlpGvQf,Some more,0.66,0.477,0.0398,0.589,,
spotify:track:3WS7spXVlbeC5kjePmHMQW,Finally Moving,0.523,0.555,0.0366,0.382,,
spotify:track:0K2vTerD7tLuGeT0UdpVFe,Skies So Blue,0.583,0.87,0.0705,0.0967,,
spotify:track:7I1kCwxYTKdhGmYxvB9uBB,Rabbit Hole,0.571,0.976,0.0585,0.00446,,
spotify:track:0S4Zf256BJU9wCHeBNsGmj,Sierra,0.205,0.896,0.105,0.0286,,
spotify:track:1nZpND2amU1yCju5HuQoVj,Trials & Troubles,0.814,0.212,0.0354,0.845,,
spotify:track:6E9jW8Jvfugo08sS1Wk1Wf,Howl,0.368,0.888,0.0511,0.000776,,
spotify:track:5bykQ4aG5lDuW1Mt0Vbp5p,Silent Night,0.124,0.377,0.0284,0.414,,
spotify:track:05bhmaAD1urZnQMWNd6p3S,Schuyler Defeated,0.842,0.597,0.257,0.236,,
spotify:track:2bz7Vj09aiI7MHgDrlEsrc,Get Me Gone,0.455,0.584,0.465,0.18,,
spotify:track:4yFyjRx1e8w2iupncTBBtv,Warehouse,0.599,0.819,0.0324,0.0516,,
spotify:track:0lMpJ2Y5MdnmH1755IGroZ,Love,0.829,0.638,0.174,0.136,,
spotify:track:2nCP547HWpu5mQeglzoRII,Lounge,0.157,0.539,0.13,0.821,,
spotify:track:5jwMsMMLeBRSDXo2jvYZAk,Something To Believe In - Live In Yokohama% Japan/1996,0.358,0.796,0.0456,0.103,,
spotify:track:1K8IYomOYfGCwIqqqdT74i,Reverie,0.459,0.972,0.0791,1.11E-05,,
spotify:track:4cQuxrcI4iF9Trgc2WUPaK,Ken Kaniff - Skit,0.183,0.359,0.875,0.981,,
spotify:track:4ZSLc2F15wKVPjyLt169tt,Just One Day,0.307,0.712,0.379,0.175,,
spotify:track:7MrB89ZEr5vctZL4AwkMAW,Black Mercedes,0.553,0.408,0.313,0.588,,
spotify:track:4Y96sBPDQARk39recOzBo9,Love U,0.77,0.954,0.0393,0.0953,,
spotify:track:1ZUv3ISx2nFaz0JimVdcoT,That's the Way - Remaster,0.102,0.328,0.0377,0.673,,
spotify:track:6tRgU1BZLUf9H1p0YDpP4e,The Way I Do,0.131,0.615,0.065,0.0728,,
spotify:track:7v3BvPRQS4DcsDzYU0BiVd,Best of Intentions,0.37,0.468,0.0232,0.363,,
spotify:track:6S1bKWlMqa0w89RxnV7ne8,Phone Message (Interlude),0.64,0.465,0.949,0.979,,
spotify:track:7ePOyfWkijV8Uf0TzrAwLF,On My Mind (feat. Jacob Whitesides),0.887,0.736,0.0738,0.193,,
spotify:track:2qWKpYIleSvBT6aUMXoia5,Angel from Montgomery,0.39,0.421,0.0318,0.541,,
spotify:track:3NJn7p1nrI3R8alivEMPwB,You Had Me from Hello,0.2,0.393,0.0292,0.508,,
spotify:track:5SnxhGb37PEhpdrrvUtTok,Backlash,0.161,0.871,0.048,8.89E-05,,
spotify:track:2R7aQ5YwhUkIw4i6MzjwSt,2:00 AM,0.199,0.675,0.0466,0.0815,,
spotify:track:6VnqGxiMNexOe0kRmIsBw4,Ain't Nobody Takin My Baby,0.329,0.57,0.557,0.673,,
spotify:track:46ITAa2MkDCQQQbVJv1cTN,Cheap Day Return,0.498,0.251,0.0339,0.0732,,
spotify:track:2aLYVVDN0tNec42DJW4P7l,The End Where I Begin,0.0697,0.612,0.0255,0.0961,,
spotify:track:1QM3YpbLPrEGI9QH7eyo9s,Phantom of the Opera Theme ( J.S. Bach / Tocatta ),0.0979,0.517,0.0586,0.111,,
spotify:track:5CHmYQ7lkHTTaTw4vyu4XJ,American Prayer,0.159,0.616,0.033,0.0235,,
spotify:track:3FWR4iiUUPHIK7OpiEgh8J,Lost Ones,0.682,0.781,0.29,0.103,,
spotify:track:42sjAn6BWTJN6JoEU0XNoI,Sunday,0.84,0.494,0.0689,0.0701,,
spotify:track:4qyBbjWgDgNIelb0YvCGCq,Words Remain (Live in NYC),0.469,0.315,0.0304,0.845,,
spotify:track:0fWSwkgqSLuB0fnsVat0KF,Make a Scene,0.785,0.791,0.079,0.00175,,
spotify:track:0t3p2GB0t7hcqpFv8jX9PO,Falling For You,0.883,0.867,0.0524,0.24,,
spotify:track:5O7sJPaO1JwKkQYGSZwbGV,Midnight Thoughts (ft. Stevyn),0.497,0.63,0.0362,0.433,,
spotify:track:15CLOlGJDJEfN4LeX5aanG,Who Loves The Sun - Original Mix,0.773,0.796,0.0616,0.238,,
spotify:track:6z4fzsy24FYfWiROOBgPGi,Tokyo By Night (feat. Karin Park) - Axwell Remix,0.389,0.935,0.0796,0.00408,,
spotify:track:0vj7w2ykn6IwOdNk4ggd2g,Sun City Creeps,0.523,0.628,0.0359,0.158,,
spotify:track:5i9ob4zvx3a72kPLfheUkh,If I Loved You,0.263,0.464,0.0301,0.433,,
spotify:track:1uYzjO9kztEi2KVSS5rDgE,Jesus Loves Me,0.27,0.6,0.0298,0.0692,,
spotify:track:38jPOB8WGIbBcTj4RutOwF,Turbulence (feat. Lil Jon) - Radio Edit,0.322,0.942,0.0871,0.00696,,
spotify:track:0yFLnhjLnGQHmZm0rUP8ko,All For Love,0.398,0.6,0.0258,0.125,,
spotify:track:0uw9huLXX2ne9bkisvYUFH,Te Hubieras Ido Antes,0.887,0.396,0.0393,0.829,,
spotify:track:00JvkzL9d727hk4Mzy1eyg,Love Song,0.464,0.794,0.0527,0.866,,
spotify:track:6zWW7hHQiDBY18EGQ2VL3O,In Dreams - Live,0.333,0.321,0.0339,0.856,,
spotify:track:1ntxpzIUbSsizvuAy6lTYY,Crosstown Traffic,0.533,0.963,0.129,0.248,,
spotify:track:3cRi3XR81GltxQOgMfjNBA,Taped up Heart (feat. Clara Mae),0.567,0.937,0.0509,0.152,,
spotify:track:0awdX4gfhp9z33LvQZtugj,Waynak (feat. Faydee),0.524,0.811,0.154,0.0718,,
spotify:track:6WeD3LOnwbbfdxUV2KHveP,Leave Your Light On,0.909,0.847,0.0283,0.00037,,
spotify:track:0YDstOhTHEQOd2EwgyMgOC,Circular Dispute,0.0518,0.295,0.132,0.591,,
spotify:track:7GAaHFDe5UK3xW2ZboEEyM,Express Yourself - Gent & Jawns Remix,0.936,0.952,0.267,0.0997,,
spotify:track:55pDfJVbZeaz9IAUPPqTxk,Happy Christmas,0.486,0.644,0.0252,0.288,,
spotify:track:4xVLwCjKY9FzseFCRwv51D,La belle et le bad boy,0.498,0.498,0.0797,0.0306,,
spotify:track:0cJ4aP0NxGB7QEZeOfdZC1,Smoke Filled Room,0.397,0.724,0.0671,0.0229,,
spotify:track:5Q87J0EX7neuWEqybXQhfr,Apologize,0.291,0.667,0.0297,0.0521,,
spotify:track:5UpcCR5PJS4dcZG7arPV1m,Kill Bill,0.11,0.158,0.0385,0.587,,
spotify:track:6LxjSYn41Vmc7Ap9QNuG6m,If I Am - Radio Edit,0.705,0.928,0.0457,0.00788,,
spotify:track:40zhi28VAPcFVNA8NnVxoB,Si Te Vas,0.596,0.795,0.0801,0.00385,,
spotify:track:74rOmOYPMvzfVbI0KhpOvA,Fly Away,0.0794,0.526,0.044,0.478,,
spotify:track:5qIWEtVAzylkR5zzMEk5uA,Beyond Belief,0.679,0.709,0.117,0.0559,,
spotify:track:7teoixmmSmM14mzw4UfIp7,Options,0.668,0.868,0.351,0.127,,
spotify:track:4wqBbxHJKBUalvAMmWIbNJ,Broken Things,0.694,0.852,0.0318,0.0852,,
spotify:track:0XbfUsoXIeRIlsk77qDGz9,Under The Influence pt II,0.536,0.271,0.0388,0.481,,
spotify:track:5J19HPdmJHOEu32iyZEt5k,You,0.599,0.861,0.147,0.00789,,
spotify:track:4CpertYLR6sEQcDLdiAzdu,Scar That Never Heals,0.833,0.863,0.0587,0.282,,
spotify:track:5bJHL740ibJJ5EqFJRuXU5,Chin Up (Radio Edit),0.0532,0.974,0.0549,5.12E-05,,
spotify:track:657FKjXBdP0Dh8eKwpQeZz,Night And Day,0.426,0.285,0.0414,0.796,,
spotify:track:75UZG5jqv0POvR6gGfGDgb,I Wish I Was Your Cigarette,0.5,0.903,0.166,0.000173,,
spotify:track:7xCxUtl4JrkUTo0pMnzsXg,Drift Away,0.721,0.566,0.0393,0.112,,
spotify:track:4tUOIdAbmMCYnrxSVbyc9V,Tire Swing,0.393,0.222,0.0787,0.84,,
spotify:track:4iLPK8QnOvqm0Azbsk2GDn,Don't It,0.713,0.826,0.0362,0.0446,,
spotify:track:0GZoB8h0kqXn7XFm4Sj06k,Yellow Flicker Beat - From The Hunger Games: Mockingjay Part 1,0.0519,0.626,0.0356,0.0874,,
spotify:track:5mI86F7CGBM3ry88ltpAb8,"Take The ""A"" Train",0.72,0.613,0.0476,0.856,,
spotify:track:63TNDMbqRlJKBr8YcyaBgU,El Poderoso de Israel,0.761,0.928,0.125,0.176,,
spotify:track:06wvX4DY4zsFTJK9o07XGd,The State,0.409,0.979,0.0501,0.00756,,
spotify:track:5g3SFDsHxJoTK4vq7cwETP,Great Is Thy Faithfulness,0.364,0.174,0.0633,0.969,,
spotify:track:6iJ0ZVoJK3E1Byn8Z3XF9R,Take My Life,0.621,0.929,0.0531,0.0127,,
spotify:track:51WntcxFgZMpuTmMFrBKls,Now,0.272,0.878,0.0758,0.00356,,
spotify:track:3QuK2KMEaLz4wvmhvqaJe5,Nagoya,0.215,0.569,0.0251,0.000725,,
spotify:track:3h8bFoUvBsKH9E87IPJSrM,Next Level,0.662,0.925,0.0923,0.000219,,
spotify:track:5NtxvvDgaXLr1ppynPw2Dx,Samidare [from Naruto Shippuuden],0.388,0.466,0.0336,0.739,,
spotify:track:4DmEUh51ANACrLZOzNHR5C,Never Going Back (Live) [feat. Brock Human],0.121,0.312,0.0269,0.671,,
spotify:track:4Ymo5rUYjGob80ozrsHF9u,White Light,0.554,0.747,0.0322,0.00262,,
spotify:track:5TwmIFZfjKn54jG1PQvvGx,Leon,0.458,0.584,0.0428,0.0763,,
spotify:track:5yLwrRhD6qxPM0qmE97j2a,Te Vi Pasar (feat. Los Macorinos),0.767,0.341,0.0498,0.679,,
spotify:track:1lv17MSSDr1iBS2vp6UoRt,Not Going Anywhere,0.365,0.204,0.0304,0.898,,
spotify:track:57SoN3xnEyczFNXJP6roih,Who Will I Be,0.751,0.945,0.0751,0.000506,,
spotify:track:4R1DpQ9KA9ov9gXrdmDaaQ,Promise Me,0.553,0.301,0.069,0.639,,
spotify:track:6mcZUBkvJ142gNTwvXQpmw,Ten Feet Tall and Bulletproof,0.919,0.794,0.0292,0.475,,
spotify:track:3MOSmatJnGdxONKQ8iLTd9,Here's To Us,0.544,0.83,0.034,0.103,,
spotify:track:67SUuXpcZRA9ehEZwnjeZY,Just For You,0.282,0.973,0.136,3.51E-05,,
spotify:track:0lhlNZ2Oe3LQHVuuR2W7k3,All I Ever Wanted - Radio Edit,0.514,0.986,0.0513,0.168,,
spotify:track:57lRScdCifwwsNs2YDCaP8,September (Remix),0.717,0.837,0.0528,0.0562,,
spotify:track:4xZ0s7YTRru5pAw1WtSdNX,Be Still My Soul,0.108,0.289,0.0312,0.77,,
spotify:track:0Nw7rj504Nw4erdXwaSOY5,Quaterback,0.293,0.603,0.0895,0.129,,
spotify:track:09mGFNjpjCuivm4kFlWX5o,Unfinished Colours (feat. Other),0.666,0.54,0.041,0.314,,
spotify:track:5xbuJuQsTVheVZvX2AJVIv,Spring 1,0.163,0.341,0.0418,0.499,,
spotify:track:4tBHoW5VevjDyNcIk5SQdM,Runaway,0.311,0.87,0.0407,0.00143,,
spotify:track:4t3VeYOB54C5dYkOKHZBzl,Wasting Away,0.729,0.777,0.0307,0.00858,,
spotify:track:7qEDXKz0LnuiZO6YOenaWy,Paradise Is Burning,0.343,0.577,0.0318,0.583,,
spotify:track:4Bim12rt6XR23BgwizvVrf,Winter Wonderland,0.843,0.81,0.0311,0.0167,,
spotify:track:05b9QKmJd2We5r7JjtPXdt,Too Much Sex (Too Little Jesus),0.963,0.827,0.0276,0.0099,,
spotify:track:1ywMOfO0f9atfKRVtA9TiE,Maybe It's My First Time,0.628,0.658,0.0338,0.351,,
spotify:track:54lOVJJ98nfVFDK1u1csgo,Casi Humanos,0.785,0.608,0.0262,0.0743,,
spotify:track:0LOK3S5bBKg0Ymkt48ElNM,"Hey Jude - From ""Across The Universe"" Soundtrack",0.219,0.363,0.0286,0.0805,,
spotify:track:0vSVDF2fHaxL2L9eEmRdAK,Clubbed to Death - Kurayamino Variation,0.0988,0.65,0.0284,0.0115,,
spotify:track:6M0VByRzxb5ycM9QcMx9k5,The World We Live In,0.579,0.87,0.0259,0.0229,,
spotify:track:1hZy8eNws877avSXFpif9M,She Way Out - Cid Rim Remix,0.0389,0.873,0.0366,0.000631,,
spotify:track:5kCw7WY6rXVlCbB4Zuqa6Z,Chest Fever,0.386,0.892,0.0558,0.0722,,
spotify:track:0wx3jPI4Bev2MYeAnthxM8,Attack On Titan (dj-Jo Remix),0.349,0.789,0.0411,0.00155,,
spotify:track:5qTjcb3JQ3xvW04byCE3hm,"Space Between - From ""Descendants 2"" / Instrumental",0.194,0.473,0.0259,0.00248,,
spotify:track:6lq2Md99XWG4TnVNP9cNm0,Bad Company,0.17,0.886,0.0498,0.000595,,
spotify:track:5KqldkCunQ2rWxruMEtGh0,The Gambler,0.86,0.501,0.0594,0.342,,
spotify:track:7ndb8rYZXPCUDMfjyfieeU,Still - Live,0.166,0.457,0.0301,0.324,,
spotify:track:5B7XIcS5T76NJZFOHX30Io,Are You Happy Now?,0.717,0.827,0.046,0.0039,,
spotify:track:0IgDqPQTEIQSz7Bny9yhli,We're All To Blame,0.326,0.907,0.094,0.00189,,
spotify:track:6BAUDHCvTc4c6qEhmFr0V4,Mix Carinito,0.875,0.604,0.0496,0.542,,
spotify:track:4W5xLazldaVUOdckG0vJ2t,Feelings,0.604,0.92,0.0461,0.121,,
spotify:track:7AFtfF5e6PpWzi8EvsI1kZ,England,0.258,0.645,0.0398,0.701,,
spotify:track:3OgiIqjxsYIy70i0ugBrLl,Venus,0.0784,0.851,0.0954,0.0587,,
spotify:track:5e5LyZy3k83xTQKnerVrif,For Y'all (feat. Jacquees),0.589,0.511,0.152,0.0277,,
spotify:track:6oc6nO8gds2vYHtt1WnCXL,Young Prodigy,0.533,0.613,0.327,0.109,,
spotify:track:7uZn96UmxpT03H9kRfQTnU,Flashed Junk Mind - Live From Spotify Berlin / 2014,0.821,0.659,0.059,0.563,,
spotify:track:3xgKCfRwbqie54nHtSLnhM,Playboy,0.939,0.702,0.0531,0.356,,
spotify:track:0XWG6fRm6mBneJnaqpVzN5,The Thrill Is Gone - Live (1981/Royal Festival Hall% London),0.653,0.772,0.0353,0.579,,
spotify:track:197kPYQU9V5M4yFZghOzqg,Best Look Lately,0.914,0.825,0.0299,9.85E-05,,
spotify:track:6OVsn2uURKTLIguCDxgNWS,Break the Silence,0.248,0.403,0.0382,0.878,,
spotify:track:7HNFphOjDJpUGiseV5YvPZ,While My Guitar Gently Weeps,0.382,0.85,0.0587,0.287,,
spotify:track:1f14Tz6xCm7CoGcXykDX2A,I Feel Good All Over,0.208,0.472,0.0329,0.503,,
spotify:track:6wB3XDBlep6IhF12fYaioo,Ahora Que featuring David Lee Garza,0.679,0.669,0.0474,0.522,,
spotify:track:3tgSFdPSi6IL4T51tkMvWj,I Was Married - Demo,0.27,0.186,0.0327,0.864,,
spotify:track:32ruQaSK6yKr0Bco7seWcP,The Truth About Me,0.344,0.447,0.0323,0.323,,
spotify:track:0JhpYE9xA3UpSFrmXTZyIF,I Might Be Wrong,0.505,0.735,0.0255,0.263,,
spotify:track:5Z2Ccva1c5ns7sTBmK7IeN,Pray - Acoustic Version,0.663,0.888,0.0727,0.0834,,
spotify:track:4wH4dJgrsxONID6KS2tDQM,Maneater,0.787,0.777,0.0397,0.0261,,
spotify:track:4gEg092KBuj6T6RfABNBbc,Sería Un Error,0.538,0.581,0.232,0.784,,
spotify:track:7rV9dxQph8QTjjVabf5Ymc,I'm Not Real,0.777,0.686,0.2,0.349,,
spotify:track:2iKyHlMRUDyOLkBtV30VSI,Vampires,0.404,0.847,0.0828,7.43E-05,,
spotify:track:1lgcEo22vJZtRDXM97BFqb,Sunshine In Chicago,0.602,0.0962,0.0411,0.936,,
spotify:track:1Ep4PuTZGsuMBzwHT1L7Q9,Fourth of July,0.148,0.104,0.0538,0.974,,
spotify:track:2NmHUTqLDYGliHRvhx9XgL,Lamped,0.618,0.757,0.487,0.222,,
spotify:track:2LHAs4kZALIQBl3SnAZXkx,Karma Made Me an Arsonist,0.306,0.957,0.0593,0.0514,,
spotify:track:2nWHzbBWBOePUvAImQv2So,Rockit,0.607,0.951,0.069,0.0317,,
spotify:track:2dvZpdhqL6uJD5BuRJX3fc,Wales,0.0886,0.997,0.142,0.00475,,
spotify:track:1dzQoRqT5ucxXVaAhTcT0J,Just Dance,0.745,0.739,0.0311,0.0264,,
spotify:track:6d6KwiogJQ19bjRlPh7vvw,House in the Hills (feat. Curren$y),0.225,0.576,0.259,0.204,,
spotify:track:610y63puW89IxduqyDO09K,Kiss Me Again,0.465,0.919,0.0381,0.0259,,
spotify:track:6P3dT8EkJd0LOyZklOl0Na,El Rey,0.468,0.411,0.0294,0.376,,
spotify:track:3lTRaSKx3Qpo3l06N6Ok2U,Running With A Gun,0.709,0.776,0.0426,0.103,,
spotify:track:6NYwDP2ljERMENJERvjAOD,I Won't Let You Down,0.694,0.914,0.105,0.0259,,
spotify:track:0BLBHRPorTb0Z2snXHQJtm,Should've Been Me,0.652,0.767,0.0336,0.08,,
spotify:track:3BqGoDcASRo1T77oc6uMC0,Room Without a Window - 2007 Remaster,0.975,0.93,0.17,0.37,,
spotify:track:2tiNFMg2R6nUE7frmYW6vj,Celebrate,0.808,0.629,0.0667,0.0212,,
spotify:track:4A3StnpDJ2v5wL33bdWamb,S Wonderful,0.406,0.456,0.0365,0.861,,
spotify:track:2GfSor1HN1SaA1oCDIXKtV,Break Your Neck,0.155,0.953,0.0485,7.47E-05,,
spotify:track:7IPRKO72vnUSWGeJGV5rx6,Holiday,0.634,0.749,0.0602,0.286,,
spotify:track:0LksabDzwAsU2OzIoIUXfy,Dear Companion,0.623,0.617,0.0343,0.684,,
spotify:track:2AypFGW20kEV2ilDzNISG8,Love Me - Edit,0.258,0.94,0.086,0.0293,,
spotify:track:6U8QFYAKBNbAl1HOVW0xch,Dear Santa,0.77,0.845,0.0365,0.677,,
spotify:track:3BT9gfcJLryTOnx1U471lN,She's Not There,0.641,0.883,0.0303,0.0227,,
spotify:track:4sveoYSp7EbxCBOARCTyj8,Bonfire,0.908,0.888,0.0394,0.0452,,
spotify:track:0R67ZmPPWTEX5jgM8dvia7,Raised On It,0.727,0.949,0.0419,0.0578,,
spotify:track:6KJf5U6WfBfnsiEpqskLzo,Pueblito,0.799,0.639,0.148,0.414,,
spotify:track:2zbQRh5MwgBsUpyB1dx2yv,Make Me Love You,0.472,0.783,0.0458,0.127,,
spotify:track:1rj4TnlFsWbxjMXdCCsrzt,I Wanna Feel - Radio Edit,0.804,0.896,0.0637,0.0764,,
spotify:track:32gSF348MRxRyfLG9imGK4,Mozart – Quartet in G Major% Op. K.156 I. Presto,0.193,0.143,0.0518,0.777,,
spotify:track:2QGG0bZuloOELs4I24N4Yf,Na Pua Lei 'Ilima,0.528,0.26,0.0272,0.914,,
spotify:track:0Azs0XLGR2OYtlEL0wwpph,Mile High Club,0.637,0.651,0.144,0.3,,
spotify:track:4S4dCACmtuPWbhvMSfDXqN,Pata Pata,0.974,0.788,0.0382,0.465,,
spotify:track:2eADspwGh5Ad8tDoJ2bHsR,This Place Hotel (a.k.a. Heartbreak Hotel),0.687,0.783,0.078,0.367,,
spotify:track:350dKuaTL6W8WBb7bp3EnV,Wonderful Christmastime (feat. Paul McCartney),0.588,0.522,0.0304,0.617,,
spotify:track:3eCCrSIZ6orC5EQtGNzsVh,Record Collector,0.391,0.552,0.0321,0.348,,
spotify:track:4L7jMAP8UcIe309yQmkdcO,Lost,0.497,0.603,0.226,0.0272,,
spotify:track:3waCT01fN9y5Fbao9SU5mK,XT,0.0875,0.677,0.0507,0.356,,
spotify:track:5jta5KKH5F4zWBT3MUZGz4,Ligia,0.967,0.871,0.0394,0.0426,,
spotify:track:4iBLjdxbL9VKzNEfPeZ6zR,R U Crazy - Radio Edit,0.819,0.586,0.272,0.0699,,
spotify:track:3VmWsrEdKlcLe19RdGmwb0,TaKillYa,0.413,0.841,0.0631,0.00165,,
spotify:track:763p5nkQytkOE7xmsFyu8y,Touch and Go,0.733,0.542,0.0444,0.294,,
spotify:track:7n7nuidYIunOeyGYInIgRR,Officer,0.239,0.598,0.0388,0.00877,,
spotify:track:3ep4oNnGkGnCYNIdEh0aBM,Lifespan Of A Fly,0.204,0.143,0.0338,0.918,,
spotify:track:6u8Lw4dCNSyCllhDXZs452,The Legend - Danger Dance Dub Mix,0.524,0.505,0.102,0.000592,,
spotify:track:3kqLybBT5LRSB9QCoR3ojK,Want To,0.148,0.73,0.0407,0.474,,
spotify:track:1TeWPx5mUuM6R5oK67Go3r,Greensleeves - Alternate Take 6,0.701,0.311,0.047,0.872,,
spotify:track:19R5XOEpG1vPmFqFEncRuF,Stories To Tell,0.929,0.935,0.034,0.047,,
spotify:track:1WYHvGn6fQZRAmbD5TG51j,The Heart Of Worship,0.246,0.244,0.0283,0.796,,
spotify:track:71l1Qs4lHtC5N4duElxFxP,Orgullecida - Live,0.8,0.732,0.0522,0.648,,
spotify:track:3L19vBWH4jTHNXbuBaHbUN,Feed the Tree,0.868,0.718,0.0269,0.00325,,
spotify:track:63KJgtNcHRii4aHvUlmtSx,Unbound (The Wild Ride),0.402,0.949,0.0877,0.00209,,
spotify:track:4IYmJKwEsFTwQUdzsWSiv1,Neither Do I,0.189,0.398,0.105,0.453,,
spotify:track:6735XqVNhuy9f1wp3oBarv,Ghetto Red Hot,0.913,0.728,0.342,0.401,,
spotify:track:7jttDfZXxVsWmkwY0XXwMM,Tabula Rasa,0.43,0.599,0.0305,0.0256,,
spotify:track:4m4aiyWCBH011DhxQeoWt1,Corner Store (feat. Dave B & Travis Thompson),0.817,0.425,0.413,0.124,,
spotify:track:3G8lq1Yi5QaCOLQ1KMiIX2,Bullet Belt,0.335,0.96,0.0876,0.179,,
spotify:track:2m17BTWlZq0wtS9cpJsCfM,Kill Of The Night,0.561,0.7,0.0487,0.00998,,
spotify:track:1MSKr74HXcrgx6kZA8qXZD,Unicorn Zombie Apocalypse - Original Mix,0.186,0.885,0.0658,0.00425,,
spotify:track:6KLNjAH5Adx4iG1FTOvalM,Home,0.295,0.654,0.0361,0.155,,
spotify:track:3liEiCsQxbwVl8T0bpdWJ0,Gotta Be,0.72,0.703,0.0658,0.00601,,
spotify:track:4bsGRRAze60B5LAcEle3Ec,Half Bae (feat. Pouya),0.39,0.73,0.259,0.178,,
spotify:track:0iaRmBpdBoJbn29IHxQ3rh,You'll Never Know - Live,0.149,0.253,0.0488,0.738,,
spotify:track:1ZWt7tZjz8QpEu413HDAPy,The Face of Desire,0.663,0.292,0.0915,0.51,,
spotify:track:4pszZ5HDoNWtI8NAu9H3nI,Let It Snow,0.445,0.394,0.0338,0.557,,
spotify:track:6s908FOHbvhdyTJLPoqxPg,Get Ready - Single Version,0.963,0.83,0.029,0.0244,,
spotify:track:4dPwuMZ8cM6WbVo5VZAmp7,Empty Streets,0.286,0.711,0.0286,0.00242,,
spotify:track:0uLwWjN1KFO678WNJcZDkw,Llévame Contigo,0.92,0.694,0.0319,0.602,,
spotify:track:1pnqYPfV54FUuxXFMJtxH8,L.I.Q.,0.596,0.851,0.312,0.11,,
spotify:track:5Ad77NKveKlXtLEtIbYWsa,Here Is Love,0.381,0.962,0.0664,0.00484,,
spotify:track:1QTjzmRofyCZ9gEzaZsSNr,Eterna Soledad,0.24,0.621,0.0306,0.172,,
spotify:track:7Amj420qPJIYeN8uuiXN5a,Keep'n It Real,0.638,0.522,0.175,0.355,,
